,date,ADMIN1,ADMIN2,CS_1,CS_2,CS_3,CS_4,CS_5,ML1_1,ML1_2,ML1_3,ML1_4,ML1_5,ML2_1,ML2_2,ML2_3,ML2_4,ML2_5,pop_CS,pop_ML1,pop_ML2,pop_ADMIN2
68,Sep 2019,Amhara,SWB - South Wollo Belg Livelihood Zone,243102.0,101292.0,40517.0,20258.0,0.0,202585.0,141809.0,40517.0,20258.0,0.0,163236.0,142832.0,61213.0,40809.0,0.0,405171.0,405171.0,408092.0,
69,Sep 2019,Amhara,Sekota,52824.0,19809.0,39618.0,19809.0,0.0,66030.0,46221.0,19809.0,0.0,0.0,53204.0,46554.0,33253.0,0.0,0.0,132060.0,132060.0,133012.0,
70,Sep 2019,Amhara,Telemt,13450.0,16813.0,26901.0,10088.0,0.0,20176.0,26901.0,16813.0,3362.0,0.0,10160.0,20321.0,27095.0,10160.0,0.0,67254.0,67254.0,67739.0,
71,Sep 2019,Amhara,WMB - South Wollo Meher & Belg Livelihood Zone,85700.0,35708.0,14283.0,7141.0,0.0,85700.0,35708.0,14283.0,7141.0,0.0,86318.0,28772.0,21579.0,7193.0,0.0,142834.0,142834.0,143864.0,
73,Sep 2019,Oromia,"Afc-Agarfa, Gasera, Ginir & Gololcha Fruit, Coffee & Ch",26399.0,47519.0,21119.0,10559.0,0.0,26399.0,47519.0,21119.0,10559.0,0.0,26902.0,43044.0,21522.0,16141.0,0.0,105599.0,105599.0,107611.0,
74,Sep 2019,Oromia,"Arsi-Bale Wheat, Barley and Potato Livelihood Zone (ABW",902819.0,1625074.0,722255.0,361127.0,0.0,902819.0,1625074.0,722255.0,361127.0,0.0,920020.0,1288028.0,920020.0,552012.0,0.0,3611276.0,3611276.0,3680080.0,
75,Sep 2019,Oromia,Asa-Abijata Shala Jido Agro-pastoral Livelihood Zone,42284.0,56379.0,28189.0,14094.0,0.0,42284.0,56379.0,28189.0,14094.0,0.0,43090.0,50271.0,28726.0,21545.0,0.0,140948.0,140948.0,143634.0,
76,Sep 2019,Oromia,"Bgc-Borena-Guji Maize, Wheat and Livestock Livelihood Z",38728.0,87138.0,58092.0,9682.0,0.0,38728.0,87138.0,58092.0,9682.0,0.0,49332.0,88798.0,49332.0,9866.0,0.0,193640.0,193640.0,197329.0,
77,Sep 2019,Oromia,"Bge-Guji Coffee, Enset & Cattle Livelihood Zone",373241.0,373241.0,266601.0,53320.0,0.0,373241.0,373241.0,266601.0,53320.0,0.0,326016.0,434688.0,271680.0,54336.0,0.0,1066404.0,1066404.0,1086722.0,
78,Sep 2019,Oromia,Bgp-Borena-Guji Cattle Pastoralist Livelihood Zone,202962.0,177592.0,101481.0,25370.0,0.0,202962.0,202962.0,76110.0,25370.0,0.0,155121.0,206829.0,129268.0,25853.0,0.0,507406.0,507406.0,517073.0,
79,Sep 2019,Oromia,Blp-Bale Agro-pastoral Livelihood Zone,69165.0,92220.0,46110.0,23055.0,0.0,69165.0,92220.0,46110.0,23055.0,0.0,70483.0,105724.0,46988.0,11747.0,0.0,230552.0,230552.0,234944.0,
80,Sep 2019,Oromia,Bpa-Bale Pastoral Livelihood,98947.0,74210.0,61842.0,12368.0,0.0,111316.0,86579.0,49473.0,0.0,0.0,100832.0,88228.0,63020.0,0.0,0.0,247369.0,247369.0,252082.0,
81,Sep 2019,Oromia,"Cgc-Charcher/Gololcha Coffee, Chat & Maize",281686.0,321927.0,160963.0,40240.0,0.0,362168.0,281686.0,160963.0,0.0,0.0,287053.0,287053.0,205038.0,41007.0,0.0,804819.0,804819.0,820153.0,
82,Sep 2019,Oromia,"Dbc-Dallo, Barbare and Arana-Buluk Coffee Livelihood Zo",47587.0,71381.0,31725.0,7931.0,0.0,55519.0,63450.0,39656.0,0.0,0.0,48494.0,72741.0,32329.0,8082.0,0.0,158626.0,158626.0,161648.0,
83,Sep 2019,Oromia,"Gbc-Guji Enset, Barley and Cattle Livelihood",163038.0,97822.0,48911.0,16303.0,0.0,163038.0,97822.0,48911.0,16303.0,0.0,166144.0,99686.0,49843.0,16614.0,0.0,326076.0,326076.0,332289.0,
84,Sep 2019,Oromia,"Gsw-Goro–Ginir Teff, Wheat & Spices",18630.0,10161.0,5080.0,0.0,0.0,18630.0,11855.0,3387.0,0.0,0.0,18985.0,10355.0,5177.0,0.0,0.0,33873.0,33873.0,34519.0,
85,Sep 2019,Oromia,Mcb-Moyale Agro-Pastoral Labor and Cross-Border Trade,8527.0,11370.0,7106.0,1421.0,0.0,11370.0,9949.0,7106.0,0.0,0.0,8690.0,10138.0,8690.0,1448.0,0.0,28426.0,28426.0,28968.0,
86,Sep 2019,Oromia,"Mcp-Moyale Cattle, Shoats and Camel Pastoralist",765.0,2677.0,3442.0,765.0,0.0,1147.0,2677.0,3442.0,382.0,0.0,1169.0,2728.0,3118.0,779.0,0.0,7650.0,7650.0,7796.0,
87,Sep 2019,Oromia,Mip-Market Isolated Pastoralist,13884.0,16198.0,11570.0,4628.0,0.0,13884.0,16198.0,9256.0,6942.0,0.0,14148.0,14148.0,11790.0,7074.0,0.0,46281.0,46281.0,47162.0,
88,Sep 2019,Oromia,Nap-North-East Agro-Pastoral,69510.0,125118.0,55608.0,27804.0,0.0,55608.0,125118.0,55608.0,41706.0,0.0,56667.0,113335.0,70834.0,42500.0,0.0,278041.0,278041.0,283338.0,
89,Sep 2019,Oromia,Oap-Borena Agro-Pastoral Livelihood,115059.0,161083.0,115059.0,69035.0,0.0,138071.0,184095.0,92047.0,46023.0,0.0,117251.0,164152.0,117251.0,70350.0,0.0,460238.0,460238.0,469006.0,
90,Sep 2019,Oromia,Skv-Siraro-Kofele Potato and Vegetable,25558.0,46004.0,25558.0,5111.0,0.0,30669.0,40892.0,25558.0,5111.0,0.0,26045.0,41672.0,26045.0,10418.0,0.0,102232.0,102232.0,104180.0,
91,Sep 2019,Oromia,"Smc-Sorghum, Maize & Chat",617653.0,988245.0,494122.0,370592.0,0.0,617653.0,1111776.0,494122.0,247061.0,0.0,503537.0,1007074.0,629421.0,377652.0,0.0,2470614.0,2470614.0,2517685.0,
92,Sep 2019,Oromia,Wbp- Wheat Barely and Potato,169388.0,304899.0,169388.0,33877.0,0.0,169388.0,304899.0,169388.0,33877.0,0.0,172616.0,310708.0,172616.0,34523.0,0.0,677555.0,677555.0,690464.0,
94,Sep 2019,SNNP,AMP Alaba-Mareko Lowland Pepper LZ,186263.0,124175.0,82783.0,20695.0,0.0,165567.0,165567.0,82783.0,0.0,0.0,147465.0,147465.0,84265.0,42132.0,0.0,413919.0,413919.0,421329.0,
95,Sep 2019,SNNP,Abm-Alaba-Badewacho-Maize Livelihood,96796.0,48398.0,38718.0,9679.0,0.0,116155.0,48398.0,29038.0,0.0,0.0,88676.0,59117.0,39411.0,9852.0,0.0,193592.0,193592.0,197058.0,
96,Sep 2019,SNNP,BAM Badewacho-Alaba Maize LZ,53581.0,32148.0,21432.0,0.0,0.0,69655.0,26790.0,10716.0,0.0,0.0,54540.0,21816.0,27270.0,5454.0,0.0,107162.0,107162.0,109080.0,
97,Sep 2019,SNNP,Boricha,103673.0,162914.0,29620.0,0.0,0.0,103673.0,162914.0,29620.0,0.0,0.0,90453.0,165831.0,45226.0,0.0,0.0,296209.0,296209.0,301512.0,
98,Sep 2019,SNNP,DMR Dawro-Konta Maize and Root Crop LZ,100962.0,88341.0,50481.0,12620.0,0.0,138822.0,75721.0,37860.0,0.0,0.0,89923.0,89923.0,64230.0,12846.0,0.0,252405.0,252405.0,256923.0,
99,Sep 2019,SNNP,GCO Gedeo Coffee LZ,179460.0,112163.0,89730.0,67297.0,0.0,201893.0,134595.0,67297.0,44865.0,0.0,182673.0,159839.0,68502.0,45668.0,0.0,448652.0,448652.0,456684.0,
100,Sep 2019,SNNP,GGE Gamo Gofa Enset and Barley LZ,185847.0,92923.0,30974.0,0.0,0.0,201334.0,92923.0,15487.0,0.0,0.0,141880.0,110351.0,47293.0,15764.0,0.0,309746.0,309746.0,315291.0,
101,Sep 2019,SNNP,GMR Gamo Gofa Maize and Root Crop LZ,331723.0,199033.0,99516.0,33172.0,0.0,364895.0,232206.0,66344.0,0.0,0.0,270129.0,236363.0,135064.0,33766.0,0.0,663446.0,663446.0,675323.0,
102,Sep 2019,SNNP,HGZ Hadero Ginger LZ,42387.0,25432.0,16954.0,0.0,0.0,50864.0,21193.0,12716.0,0.0,0.0,38830.0,25887.0,21572.0,0.0,0.0,84774.0,84774.0,86291.0,
103,Sep 2019,SNNP,HMC/IBA - Chamo-Abaya Irrigated Banana,67799.0,40679.0,20339.0,6779.0,0.0,88138.0,33899.0,13559.0,0.0,0.0,69012.0,34506.0,27605.0,6901.0,0.0,135598.0,135598.0,138025.0,
104,Sep 2019,SNNP,HWE Hadiya-Kembata Cereal and Enset LZ – Hadiya sub zon,57042.0,20742.0,20742.0,5185.0,0.0,67414.0,20742.0,15557.0,0.0,0.0,52785.0,26392.0,21114.0,5278.0,0.0,103714.0,103714.0,105571.0,
105,Sep 2019,SNNP,KBC Kedida-Badewacho Coffee LZ,55446.0,40324.0,5040.0,0.0,0.0,70567.0,25202.0,5040.0,0.0,0.0,66700.0,25654.0,10261.0,0.0,0.0,100811.0,100811.0,102616.0,
