,date,ADMIN0,ADMIN1,ADMIN2,ML1
2362,2016-02-01,Ethiopia,Oromia,Jimma,1.0
4805,2016-02-01,Ethiopia,SNNPR,Kembata Tembaro,1.0
2364,2016-02-01,Ethiopia,SNNPR,Keffa,1.0
2365,2016-02-01,Ethiopia,Oromia,Kelem,1.0
2366,2016-02-01,Ethiopia,SNNPR,Konta,1.0
2368,2016-02-01,Ethiopia,Somali,Liben,1.0
1809,2016-02-01,Ethiopia,Oromia,North Shewa,2.0
1017,2016-02-01,Ethiopia,Amhara,North Wollo,3.0
2371,2016-02-01,Ethiopia,Gambela,Nuer,1.0
1019,2016-02-01,Ethiopia,Amhara,Oromia,3.0
5918,2016-02-01,Ethiopia,Somali,Sitti,4.0
2372,2016-02-01,Ethiopia,Amhara,South Gondar,1.0
1023,2016-02-01,Ethiopia,Amhara,South Wollo,3.0
5799,2016-02-01,Ethiopia,Tigray,South Tigray,2.0
1025,2016-02-01,Ethiopia,Amhara,Argoba,3.0
5921,2016-02-01,Ethiopia,Amhara,Wag Himra,4.0
2376,2016-02-01,Ethiopia,Amhara,West Gojam,1.0
5922,2016-02-01,Ethiopia,Oromia,West Hararge,4.0
2377,2016-02-01,Ethiopia,Oromia,West Shewa,1.0
2378,2016-02-01,Ethiopia,Oromia,West Wellega,1.0
2379,2016-02-01,Ethiopia,Tigray,West Tigray,1.0
2381,2016-02-01,Ethiopia,SNNPR,Yem,1.0
6529,2016-02-01,Ethiopia,Afar,Awusi,3.0
5924,2016-02-01,Ethiopia,Afar,Gabi,4.0
6532,2016-02-01,Ethiopia,Afar,Khari,3.0
1799,2016-02-01,Ethiopia,Tigray,Northwest Tigray,2.0
2384,2016-02-01,Ethiopia,Gambela,Itang,1.0
2385,2016-02-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
2387,2016-02-01,Ethiopia,Gambela,Agniwak,1.0
2388,2016-02-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
5806,2016-02-01,Ethiopia,Tigray,East Tigray,2.0
2389,2016-02-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
2390,2016-02-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
2392,2016-02-01,Ethiopia,Oromia,South West Shewa,1.0
2393,2016-02-01,Ethiopia,Amhara,North Gondar,1.0
1805,2016-02-01,Ethiopia,SNNPR,Hadiya,2.0
1046,2016-02-01,Ethiopia,SNNPR,Silltie,3.0
4802,2016-02-01,Ethiopia,Somali,Jarar,1.0
2361,2016-02-01,Ethiopia,Oromia,Ilubabor,1.0
2367,2016-02-01,Ethiopia,Somali,Korahe,1.0
2382,2016-02-01,Ethiopia,Somali,Shebelle,1.0
5927,2016-02-01,Ethiopia,Oromia,East Hararge,4.0
4810,2016-02-01,Ethiopia,Somali,Nogob,1.0
2396,2016-02-01,Ethiopia,Somali,Dollo,1.0
6531,2016-02-01,Ethiopia,Afar,Fanti,3.0
6535,2016-02-01,Ethiopia,Afar,Kilbati,3.0
6512,2016-02-01,Ethiopia,Dire Dawa,Dire Dawa,3.0
1013,2016-02-01,Ethiopia,Harari,Harari,3.0
2344,2016-02-01,Ethiopia,SNNPR,Sheka,1.0
2348,2016-02-01,Ethiopia,Amhara,Awi,1.0
2369,2016-02-01,Ethiopia,Gambela,Mezhenger,1.0
2386,2016-02-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
2391,2016-02-01,Ethiopia,Addis Ababa,Region 14,1.0
3842,2017-06-01,Ethiopia,SNNPR,Segen,3.0
3844,2017-06-01,Ethiopia,Oromia,Borena,3.0
1101,2017-06-01,Ethiopia,SNNPR,Sidama,2.0
3855,2017-06-01,Ethiopia,SNNPR,Gamo Gofa,3.0
3856,2017-06-01,Ethiopia,SNNPR,Gedeo,3.0
3868,2017-06-01,Ethiopia,SNNPR,South Omo,3.0
5275,2017-06-01,Ethiopia,Oromia,West Arsi,1.0
1139,2017-06-01,Ethiopia,SNNPR,Wolayita,2.0
1099,2017-06-01,Ethiopia,Oromia,Bale,2.0
6680,2017-06-01,Ethiopia,Somali,Afder,4.0
3847,2017-06-01,Ethiopia,SNNPR,Alaba,3.0
5247,2017-06-01,Ethiopia,Oromia,Arsi,1.0
5249,2017-06-01,Ethiopia,SNNPR,Basketo,1.0
5250,2017-06-01,Ethiopia,SNNPR,Bench Maji,1.0
1106,2017-06-01,Ethiopia,Tigray,Central Tigray,2.0
1107,2017-06-01,Ethiopia,SNNPR,Dawro,2.0
5253,2017-06-01,Ethiopia,Amhara,East Gojam,1.0
1111,2017-06-01,Ethiopia,Oromia,East Shewa,2.0
5255,2017-06-01,Ethiopia,Oromia,East Wellega,1.0
5258,2017-06-01,Ethiopia,Oromia,Gujii,1.0
5259,2017-06-01,Ethiopia,SNNPR,Gurage,1.0
5260,2017-06-01,Ethiopia,Oromia,Horo Guduru,1.0
1117,2017-06-01,Ethiopia,Somali,Fafan,2.0
5262,2017-06-01,Ethiopia,Oromia,Jimma,1.0
1119,2017-06-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
5264,2017-06-01,Ethiopia,SNNPR,Keffa,1.0
5265,2017-06-01,Ethiopia,Oromia,Kelem,1.0
5266,2017-06-01,Ethiopia,SNNPR,Konta,1.0
3863,2017-06-01,Ethiopia,Somali,Liben,3.0
5268,2017-06-01,Ethiopia,Amhara,North Shewa,1.0
1126,2017-06-01,Ethiopia,Amhara,North Wollo,2.0
5269,2017-06-01,Ethiopia,Gambela,Nuer,1.0
5270,2017-06-01,Ethiopia,Amhara,Oromia,1.0
1129,2017-06-01,Ethiopia,Somali,Sitti,2.0
5271,2017-06-01,Ethiopia,Amhara,South Gondar,1.0
1132,2017-06-01,Ethiopia,Amhara,South Wollo,2.0
3870,2017-06-01,Ethiopia,Tigray,South Tigray,3.0
1134,2017-06-01,Ethiopia,Amhara,Argoba,2.0
3871,2017-06-01,Ethiopia,Amhara,Wag Himra,3.0
5276,2017-06-01,Ethiopia,Amhara,West Gojam,1.0
3873,2017-06-01,Ethiopia,Oromia,West Hararge,3.0
5278,2017-06-01,Ethiopia,Oromia,West Shewa,1.0
5279,2017-06-01,Ethiopia,Oromia,West Wellega,1.0
5280,2017-06-01,Ethiopia,Tigray,West Tigray,1.0
5281,2017-06-01,Ethiopia,SNNPR,Yem,1.0
1141,2017-06-01,Ethiopia,Afar,Awusi,2.0
1142,2017-06-01,Ethiopia,Afar,Gabi,2.0
1144,2017-06-01,Ethiopia,Afar,Khari,2.0
5285,2017-06-01,Ethiopia,Tigray,Northwest Tigray,1.0
5286,2017-06-01,Ethiopia,Gambela,Itang,1.0
5287,2017-06-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5289,2017-06-01,Ethiopia,Gambela,Agniwak,1.0
5290,2017-06-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
1151,2017-06-01,Ethiopia,Tigray,East Tigray,2.0
5291,2017-06-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5292,2017-06-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
5294,2017-06-01,Ethiopia,Oromia,South West Shewa,1.0
5295,2017-06-01,Ethiopia,Amhara,North Gondar,1.0
5296,2017-06-01,Ethiopia,SNNPR,Hadiya,1.0
1157,2017-06-01,Ethiopia,SNNPR,Silltie,2.0
1108,2017-06-01,Ethiopia,Somali,Jarar,2.0
5261,2017-06-01,Ethiopia,Oromia,Ilubabor,1.0
6683,2017-06-01,Ethiopia,Somali,Korahe,4.0
3878,2017-06-01,Ethiopia,Somali,Shebelle,3.0
1150,2017-06-01,Ethiopia,Oromia,East Hararge,2.0
3889,2017-06-01,Ethiopia,Somali,Nogob,3.0
6685,2017-06-01,Ethiopia,Somali,Dollo,4.0
1143,2017-06-01,Ethiopia,Afar,Fanti,2.0
1153,2017-06-01,Ethiopia,Afar,Kilbati,2.0
3852,2017-06-01,Ethiopia,Dire Dawa,Dire Dawa,3.0
1116,2017-06-01,Ethiopia,Harari,Harari,2.0
5242,2017-06-01,Ethiopia,SNNPR,Sheka,1.0
5248,2017-06-01,Ethiopia,Amhara,Awi,1.0
5267,2017-06-01,Ethiopia,Gambela,Mezhenger,1.0
5288,2017-06-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
5293,2017-06-01,Ethiopia,Addis Ababa,Region 14,1.0
1160,2013-04-01,Ethiopia,SNNPR,Segen,3.0
2634,2013-04-01,Ethiopia,Oromia,Borena,2.0
1163,2013-04-01,Ethiopia,SNNPR,Sidama,3.0
1172,2013-04-01,Ethiopia,SNNPR,Gamo Gofa,3.0
3232,2013-04-01,Ethiopia,SNNPR,Gedeo,2.0
3246,2013-04-01,Ethiopia,SNNPR,South Omo,2.0
5377,2013-04-01,Ethiopia,Oromia,West Arsi,1.0
1192,2013-04-01,Ethiopia,SNNPR,Wolayita,3.0
1161,2013-04-01,Ethiopia,Oromia,Bale,3.0
2636,2013-04-01,Ethiopia,Somali,Afder,2.0
1165,2013-04-01,Ethiopia,SNNPR,Alaba,3.0
5353,2013-04-01,Ethiopia,Oromia,Arsi,1.0
5355,2013-04-01,Ethiopia,SNNPR,Basketo,1.0
5356,2013-04-01,Ethiopia,SNNPR,Bench Maji,1.0
1168,2013-04-01,Ethiopia,Tigray,Central Tigray,3.0
5357,2013-04-01,Ethiopia,SNNPR,Dawro,1.0
5358,2013-04-01,Ethiopia,Amhara,East Gojam,1.0
5359,2013-04-01,Ethiopia,Oromia,East Shewa,1.0
5360,2013-04-01,Ethiopia,Oromia,East Wellega,1.0
2645,2013-04-01,Ethiopia,Oromia,Gujii,2.0
5364,2013-04-01,Ethiopia,SNNPR,Gurage,1.0
5365,2013-04-01,Ethiopia,Oromia,Horo Guduru,1.0
2647,2013-04-01,Ethiopia,Somali,Fafan,2.0
5367,2013-04-01,Ethiopia,Oromia,Jimma,1.0
1176,2013-04-01,Ethiopia,SNNPR,Kembata Tembaro,3.0
5368,2013-04-01,Ethiopia,SNNPR,Keffa,1.0
5369,2013-04-01,Ethiopia,Oromia,Kelem,1.0
5370,2013-04-01,Ethiopia,SNNPR,Konta,1.0
1179,2013-04-01,Ethiopia,Somali,Liben,3.0
5372,2013-04-01,Ethiopia,Amhara,North Shewa,1.0
5824,2013-04-01,Ethiopia,Amhara,North Wollo,3.0
5373,2013-04-01,Ethiopia,Gambela,Nuer,1.0
1183,2013-04-01,Ethiopia,Amhara,Oromia,3.0
5826,2013-04-01,Ethiopia,Somali,Sitti,3.0
5374,2013-04-01,Ethiopia,Amhara,South Gondar,1.0
5828,2013-04-01,Ethiopia,Amhara,South Wollo,3.0
5829,2013-04-01,Ethiopia,Tigray,South Tigray,3.0
5830,2013-04-01,Ethiopia,Amhara,Argoba,3.0
5831,2013-04-01,Ethiopia,Amhara,Wag Himra,3.0
5378,2013-04-01,Ethiopia,Amhara,West Gojam,1.0
5833,2013-04-01,Ethiopia,Oromia,West Hararge,3.0
5380,2013-04-01,Ethiopia,Oromia,West Shewa,1.0
5381,2013-04-01,Ethiopia,Oromia,West Wellega,1.0
5382,2013-04-01,Ethiopia,Tigray,West Tigray,1.0
5383,2013-04-01,Ethiopia,SNNPR,Yem,1.0
5834,2013-04-01,Ethiopia,Afar,Awusi,3.0
2662,2013-04-01,Ethiopia,Afar,Gabi,2.0
2664,2013-04-01,Ethiopia,Afar,Khari,2.0
3254,2013-04-01,Ethiopia,Tigray,Northwest Tigray,2.0
5386,2013-04-01,Ethiopia,Gambela,Itang,1.0
5387,2013-04-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5389,2013-04-01,Ethiopia,Gambela,Agniwak,1.0
5390,2013-04-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
5839,2013-04-01,Ethiopia,Tigray,East Tigray,3.0
5391,2013-04-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5392,2013-04-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
5394,2013-04-01,Ethiopia,Oromia,South West Shewa,1.0
5395,2013-04-01,Ethiopia,Amhara,North Gondar,1.0
3261,2013-04-01,Ethiopia,SNNPR,Hadiya,2.0
1208,2013-04-01,Ethiopia,SNNPR,Silltie,3.0
2639,2013-04-01,Ethiopia,Somali,Jarar,2.0
5366,2013-04-01,Ethiopia,Oromia,Ilubabor,1.0
2648,2013-04-01,Ethiopia,Somali,Korahe,2.0
2665,2013-04-01,Ethiopia,Somali,Shebelle,2.0
5838,2013-04-01,Ethiopia,Oromia,East Hararge,3.0
2670,2013-04-01,Ethiopia,Somali,Nogob,2.0
2671,2013-04-01,Ethiopia,Somali,Dollo,2.0
2663,2013-04-01,Ethiopia,Afar,Fanti,2.0
5840,2013-04-01,Ethiopia,Afar,Kilbati,3.0
5817,2013-04-01,Ethiopia,Dire Dawa,Dire Dawa,3.0
5821,2013-04-01,Ethiopia,Harari,Harari,3.0
5350,2013-04-01,Ethiopia,SNNPR,Sheka,1.0
5354,2013-04-01,Ethiopia,Amhara,Awi,1.0
5371,2013-04-01,Ethiopia,Gambela,Mezhenger,1.0
5388,2013-04-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6891,2013-04-01,Ethiopia,Addis Ababa,Region 14,99.0
2874,2011-04-01,Ethiopia,SNNPR,Segen,3.0
2876,2011-04-01,Ethiopia,Oromia,Borena,3.0
1322,2011-04-01,Ethiopia,SNNPR,Sidama,2.0
2888,2011-04-01,Ethiopia,SNNPR,Gamo Gofa,3.0
2889,2011-04-01,Ethiopia,SNNPR,Gedeo,3.0
2906,2011-04-01,Ethiopia,SNNPR,South Omo,3.0
1358,2011-04-01,Ethiopia,Oromia,West Arsi,2.0
2912,2011-04-01,Ethiopia,SNNPR,Wolayita,3.0
2875,2011-04-01,Ethiopia,Oromia,Bale,3.0
2878,2011-04-01,Ethiopia,Somali,Afder,3.0
1323,2011-04-01,Ethiopia,SNNPR,Alaba,2.0
1324,2011-04-01,Ethiopia,Oromia,Arsi,2.0
6189,2011-04-01,Ethiopia,SNNPR,Basketo,1.0
6190,2011-04-01,Ethiopia,SNNPR,Bench Maji,1.0
1327,2011-04-01,Ethiopia,Tigray,Central Tigray,2.0
1328,2011-04-01,Ethiopia,SNNPR,Dawro,2.0
6192,2011-04-01,Ethiopia,Amhara,East Gojam,1.0
1332,2011-04-01,Ethiopia,Oromia,East Shewa,2.0
6194,2011-04-01,Ethiopia,Oromia,East Wellega,1.0
2890,2011-04-01,Ethiopia,Oromia,Gujii,3.0
1337,2011-04-01,Ethiopia,SNNPR,Gurage,2.0
6199,2011-04-01,Ethiopia,Oromia,Horo Guduru,1.0
2893,2011-04-01,Ethiopia,Somali,Fafan,3.0
6201,2011-04-01,Ethiopia,Oromia,Jimma,1.0
2895,2011-04-01,Ethiopia,SNNPR,Kembata Tembaro,3.0
6202,2011-04-01,Ethiopia,SNNPR,Keffa,1.0
6203,2011-04-01,Ethiopia,Oromia,Kelem,1.0
6204,2011-04-01,Ethiopia,SNNPR,Konta,1.0
2899,2011-04-01,Ethiopia,Somali,Liben,3.0
1347,2011-04-01,Ethiopia,Amhara,North Shewa,2.0
1348,2011-04-01,Ethiopia,Amhara,North Wollo,2.0
2902,2011-04-01,Ethiopia,Gambela,Nuer,3.0
1350,2011-04-01,Ethiopia,Amhara,Oromia,2.0
2904,2011-04-01,Ethiopia,Somali,Sitti,3.0
1352,2011-04-01,Ethiopia,Amhara,South Gondar,2.0
1354,2011-04-01,Ethiopia,Amhara,South Wollo,2.0
1355,2011-04-01,Ethiopia,Tigray,South Tigray,2.0
1356,2011-04-01,Ethiopia,Amhara,Argoba,2.0
2909,2011-04-01,Ethiopia,Amhara,Wag Himra,3.0
6211,2011-04-01,Ethiopia,Amhara,West Gojam,1.0
1359,2011-04-01,Ethiopia,Oromia,West Hararge,2.0
1360,2011-04-01,Ethiopia,Oromia,West Shewa,2.0
6213,2011-04-01,Ethiopia,Oromia,West Wellega,1.0
6214,2011-04-01,Ethiopia,Tigray,West Tigray,1.0
6215,2011-04-01,Ethiopia,SNNPR,Yem,1.0
2914,2011-04-01,Ethiopia,Afar,Awusi,3.0
2915,2011-04-01,Ethiopia,Afar,Gabi,3.0
2917,2011-04-01,Ethiopia,Afar,Khari,3.0
1368,2011-04-01,Ethiopia,Tigray,Northwest Tigray,2.0
1369,2011-04-01,Ethiopia,Gambela,Itang,2.0
1370,2011-04-01,Ethiopia,Benshangul Gumuz,Mao-Komo,2.0
1371,2011-04-01,Ethiopia,Gambela,Agniwak,2.0
1372,2011-04-01,Ethiopia,Benshangul Gumuz,Asosa,2.0
1374,2011-04-01,Ethiopia,Tigray,East Tigray,2.0
6221,2011-04-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
6222,2011-04-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
6224,2011-04-01,Ethiopia,Oromia,South West Shewa,1.0
6225,2011-04-01,Ethiopia,Amhara,North Gondar,1.0
2925,2011-04-01,Ethiopia,SNNPR,Hadiya,3.0
1381,2011-04-01,Ethiopia,SNNPR,Silltie,2.0
4789,2011-04-01,Ethiopia,Somali,Jarar,4.0
6200,2011-04-01,Ethiopia,Oromia,Ilubabor,1.0
4791,2011-04-01,Ethiopia,Somali,Korahe,4.0
4793,2011-04-01,Ethiopia,Somali,Shebelle,4.0
2921,2011-04-01,Ethiopia,Oromia,East Hararge,3.0
4795,2011-04-01,Ethiopia,Somali,Nogob,4.0
4796,2011-04-01,Ethiopia,Somali,Dollo,4.0
2916,2011-04-01,Ethiopia,Afar,Fanti,3.0
2923,2011-04-01,Ethiopia,Afar,Kilbati,3.0
1330,2011-04-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
6858,2011-04-01,Ethiopia,Harari,Harari,99.0
6186,2011-04-01,Ethiopia,SNNPR,Sheka,1.0
6188,2011-04-01,Ethiopia,Amhara,Awi,1.0
1346,2011-04-01,Ethiopia,Gambela,Mezhenger,2.0
6218,2011-04-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6865,2011-04-01,Ethiopia,Addis Ababa,Region 14,99.0
2398,2016-06-01,Ethiopia,SNNPR,Segen,1.0
1385,2016-06-01,Ethiopia,Oromia,Borena,2.0
2402,2016-06-01,Ethiopia,SNNPR,Sidama,1.0
2413,2016-06-01,Ethiopia,SNNPR,Gamo Gofa,1.0
1397,2016-06-01,Ethiopia,SNNPR,Gedeo,2.0
2431,2016-06-01,Ethiopia,SNNPR,South Omo,1.0
5862,2016-06-01,Ethiopia,Oromia,West Arsi,3.0
1414,2016-06-01,Ethiopia,SNNPR,Wolayita,2.0
1384,2016-06-01,Ethiopia,Oromia,Bale,2.0
4723,2016-06-01,Ethiopia,Somali,Afder,1.0
5848,2016-06-01,Ethiopia,SNNPR,Alaba,3.0
1389,2016-06-01,Ethiopia,Oromia,Arsi,2.0
2406,2016-06-01,Ethiopia,SNNPR,Basketo,1.0
2407,2016-06-01,Ethiopia,SNNPR,Bench Maji,1.0
2836,2016-06-01,Ethiopia,Tigray,Central Tigray,2.0
2408,2016-06-01,Ethiopia,SNNPR,Dawro,1.0
2410,2016-06-01,Ethiopia,Amhara,East Gojam,1.0
2839,2016-06-01,Ethiopia,Oromia,East Shewa,2.0
2412,2016-06-01,Ethiopia,Oromia,East Wellega,1.0
2415,2016-06-01,Ethiopia,Oromia,Gujii,1.0
2416,2016-06-01,Ethiopia,SNNPR,Gurage,1.0
2417,2016-06-01,Ethiopia,Oromia,Horo Guduru,1.0
1400,2016-06-01,Ethiopia,Somali,Fafan,2.0
2420,2016-06-01,Ethiopia,Oromia,Jimma,1.0
2421,2016-06-01,Ethiopia,SNNPR,Kembata Tembaro,1.0
2422,2016-06-01,Ethiopia,SNNPR,Keffa,1.0
2423,2016-06-01,Ethiopia,Oromia,Kelem,1.0
2424,2016-06-01,Ethiopia,SNNPR,Konta,1.0
1403,2016-06-01,Ethiopia,Somali,Liben,2.0
2844,2016-06-01,Ethiopia,Amhara,North Shewa,2.0
2845,2016-06-01,Ethiopia,Amhara,North Wollo,2.0
2429,2016-06-01,Ethiopia,Gambela,Nuer,1.0
5891,2016-06-01,Ethiopia,Amhara,Oromia,3.0
5892,2016-06-01,Ethiopia,Somali,Sitti,3.0
2848,2016-06-01,Ethiopia,Amhara,South Gondar,2.0
2850,2016-06-01,Ethiopia,Amhara,South Wollo,2.0
2851,2016-06-01,Ethiopia,Tigray,South Tigray,2.0
5896,2016-06-01,Ethiopia,Amhara,Argoba,3.0
5897,2016-06-01,Ethiopia,Amhara,Wag Himra,3.0
2434,2016-06-01,Ethiopia,Amhara,West Gojam,1.0
5899,2016-06-01,Ethiopia,Oromia,West Hararge,3.0
2435,2016-06-01,Ethiopia,Oromia,West Shewa,1.0
2436,2016-06-01,Ethiopia,Oromia,West Wellega,1.0
2437,2016-06-01,Ethiopia,Tigray,West Tigray,1.0
2439,2016-06-01,Ethiopia,SNNPR,Yem,1.0
2859,2016-06-01,Ethiopia,Afar,Awusi,2.0
5901,2016-06-01,Ethiopia,Afar,Gabi,3.0
2862,2016-06-01,Ethiopia,Afar,Khari,2.0
1418,2016-06-01,Ethiopia,Tigray,Northwest Tigray,2.0
2442,2016-06-01,Ethiopia,Gambela,Itang,1.0
2443,2016-06-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
2445,2016-06-01,Ethiopia,Gambela,Agniwak,1.0
2446,2016-06-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
2865,2016-06-01,Ethiopia,Tigray,East Tigray,2.0
2448,2016-06-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
2449,2016-06-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
2451,2016-06-01,Ethiopia,Oromia,South West Shewa,1.0
2452,2016-06-01,Ethiopia,Amhara,North Gondar,1.0
1421,2016-06-01,Ethiopia,SNNPR,Hadiya,2.0
5878,2016-06-01,Ethiopia,SNNPR,Silltie,3.0
4724,2016-06-01,Ethiopia,Somali,Jarar,1.0
2418,2016-06-01,Ethiopia,Oromia,Ilubabor,1.0
4727,2016-06-01,Ethiopia,Somali,Korahe,1.0
2440,2016-06-01,Ethiopia,Somali,Shebelle,1.0
5904,2016-06-01,Ethiopia,Oromia,East Hararge,3.0
4729,2016-06-01,Ethiopia,Somali,Nogob,1.0
2456,2016-06-01,Ethiopia,Somali,Dollo,1.0
2861,2016-06-01,Ethiopia,Afar,Fanti,2.0
2869,2016-06-01,Ethiopia,Afar,Kilbati,2.0
5885,2016-06-01,Ethiopia,Dire Dawa,Dire Dawa,3.0
5887,2016-06-01,Ethiopia,Harari,Harari,3.0
2400,2016-06-01,Ethiopia,SNNPR,Sheka,1.0
2405,2016-06-01,Ethiopia,Amhara,Awi,1.0
2427,2016-06-01,Ethiopia,Gambela,Mezhenger,1.0
2444,2016-06-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
2450,2016-06-01,Ethiopia,Addis Ababa,Region 14,1.0
1426,2011-07-01,Ethiopia,SNNPR,Segen,3.0
4732,2011-07-01,Ethiopia,Oromia,Borena,4.0
1429,2011-07-01,Ethiopia,SNNPR,Sidama,3.0
1440,2011-07-01,Ethiopia,SNNPR,Gamo Gofa,3.0
1441,2011-07-01,Ethiopia,SNNPR,Gedeo,3.0
1458,2011-07-01,Ethiopia,SNNPR,South Omo,3.0
1461,2011-07-01,Ethiopia,Oromia,West Arsi,3.0
1463,2011-07-01,Ethiopia,SNNPR,Wolayita,3.0
4731,2011-07-01,Ethiopia,Oromia,Bale,4.0
1430,2011-07-01,Ethiopia,Somali,Afder,3.0
1431,2011-07-01,Ethiopia,SNNPR,Alaba,3.0
1432,2011-07-01,Ethiopia,Oromia,Arsi,3.0
6397,2011-07-01,Ethiopia,SNNPR,Basketo,1.0
6398,2011-07-01,Ethiopia,SNNPR,Bench Maji,1.0
3788,2011-07-01,Ethiopia,Tigray,Central Tigray,2.0
3789,2011-07-01,Ethiopia,SNNPR,Dawro,2.0
6400,2011-07-01,Ethiopia,Amhara,East Gojam,1.0
3793,2011-07-01,Ethiopia,Oromia,East Shewa,2.0
6402,2011-07-01,Ethiopia,Oromia,East Wellega,1.0
1442,2011-07-01,Ethiopia,Oromia,Gujii,3.0
3798,2011-07-01,Ethiopia,SNNPR,Gurage,2.0
6407,2011-07-01,Ethiopia,Oromia,Horo Guduru,1.0
1445,2011-07-01,Ethiopia,Somali,Fafan,3.0
6409,2011-07-01,Ethiopia,Oromia,Jimma,1.0
1447,2011-07-01,Ethiopia,SNNPR,Kembata Tembaro,3.0
6410,2011-07-01,Ethiopia,SNNPR,Keffa,1.0
6411,2011-07-01,Ethiopia,Oromia,Kelem,1.0
6412,2011-07-01,Ethiopia,SNNPR,Konta,1.0
4739,2011-07-01,Ethiopia,Somali,Liben,4.0
3807,2011-07-01,Ethiopia,Amhara,North Shewa,2.0
3808,2011-07-01,Ethiopia,Amhara,North Wollo,2.0
1454,2011-07-01,Ethiopia,Gambela,Nuer,3.0
3810,2011-07-01,Ethiopia,Amhara,Oromia,2.0
1456,2011-07-01,Ethiopia,Somali,Sitti,3.0
3812,2011-07-01,Ethiopia,Amhara,South Gondar,2.0
3813,2011-07-01,Ethiopia,Amhara,South Wollo,2.0
1459,2011-07-01,Ethiopia,Tigray,South Tigray,3.0
3815,2011-07-01,Ethiopia,Amhara,Argoba,2.0
1460,2011-07-01,Ethiopia,Amhara,Wag Himra,3.0
6421,2011-07-01,Ethiopia,Amhara,West Gojam,1.0
1462,2011-07-01,Ethiopia,Oromia,West Hararge,3.0
3819,2011-07-01,Ethiopia,Oromia,West Shewa,2.0
6423,2011-07-01,Ethiopia,Oromia,West Wellega,1.0
6424,2011-07-01,Ethiopia,Tigray,West Tigray,1.0
6425,2011-07-01,Ethiopia,SNNPR,Yem,1.0
1465,2011-07-01,Ethiopia,Afar,Awusi,3.0
1466,2011-07-01,Ethiopia,Afar,Gabi,3.0
1468,2011-07-01,Ethiopia,Afar,Khari,3.0
3827,2011-07-01,Ethiopia,Tigray,Northwest Tigray,2.0
3828,2011-07-01,Ethiopia,Gambela,Itang,2.0
3829,2011-07-01,Ethiopia,Benshangul Gumuz,Mao-Komo,2.0
3830,2011-07-01,Ethiopia,Gambela,Agniwak,2.0
3831,2011-07-01,Ethiopia,Benshangul Gumuz,Asosa,2.0
3833,2011-07-01,Ethiopia,Tigray,East Tigray,2.0
6431,2011-07-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
6432,2011-07-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
6434,2011-07-01,Ethiopia,Oromia,South West Shewa,1.0
6435,2011-07-01,Ethiopia,Amhara,North Gondar,1.0
1477,2011-07-01,Ethiopia,SNNPR,Hadiya,3.0
3840,2011-07-01,Ethiopia,SNNPR,Silltie,2.0
1437,2011-07-01,Ethiopia,Somali,Jarar,3.0
6408,2011-07-01,Ethiopia,Oromia,Ilubabor,1.0
4738,2011-07-01,Ethiopia,Somali,Korahe,4.0
4744,2011-07-01,Ethiopia,Somali,Shebelle,4.0
1473,2011-07-01,Ethiopia,Oromia,East Hararge,3.0
4747,2011-07-01,Ethiopia,Somali,Nogob,4.0
4748,2011-07-01,Ethiopia,Somali,Dollo,4.0
1467,2011-07-01,Ethiopia,Afar,Fanti,3.0
1475,2011-07-01,Ethiopia,Afar,Kilbati,3.0
3791,2011-07-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
6870,2011-07-01,Ethiopia,Harari,Harari,99.0
6394,2011-07-01,Ethiopia,SNNPR,Sheka,1.0
6396,2011-07-01,Ethiopia,Amhara,Awi,1.0
3806,2011-07-01,Ethiopia,Gambela,Mezhenger,2.0
6428,2011-07-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
6877,2011-07-01,Ethiopia,Addis Ababa,Region 14,99.0
1481,2013-10-01,Ethiopia,SNNPR,Segen,2.0
