,date,ADMIN0,ADMIN1,ADMIN2,ML1
306,2018-12-01,Ethiopia,SNNPR,Hadiya,99.0
308,2018-12-01,Ethiopia,SNNPR,Silltie,99.0
247,2018-12-01,Ethiopia,Somali,Jarar,99.0
258,2018-12-01,Ethiopia,Oromia,Ilubabor,99.0
265,2018-12-01,Ethiopia,Somali,Korahe,99.0
291,2018-12-01,Ethiopia,Somali,Shebelle,99.0
298,2018-12-01,Ethiopia,Oromia,East Hararge,99.0
307,2018-12-01,Ethiopia,Somali,Nogob,99.0
309,2018-12-01,Ethiopia,Somali,Dollo,99.0
289,2018-12-01,Ethiopia,Afar,Fanti,99.0
304,2018-12-01,Ethiopia,Afar,Kilbati,99.0
248,2018-12-01,Ethiopia,Dire Dawa,Dire Dawa,99.0
256,2018-12-01,Ethiopia,Harari,Harari,99.0
236,2018-12-01,Ethiopia,SNNPR,Sheka,99.0
242,2018-12-01,Ethiopia,Amhara,Awi,99.0
267,2018-12-01,Ethiopia,Gambela,Mezhenger,99.0
295,2018-12-01,Ethiopia,Benshangul Gumuz,Pawe,99.0
302,2018-12-01,Ethiopia,Addis Ababa,Region 14,99.0
3520,2014-10-01,Ethiopia,SNNPR,Segen,1.0
313,2014-10-01,Ethiopia,Oromia,Borena,2.0
3524,2014-10-01,Ethiopia,SNNPR,Sidama,1.0
3537,2014-10-01,Ethiopia,SNNPR,Gamo Gofa,1.0
3538,2014-10-01,Ethiopia,SNNPR,Gedeo,1.0
335,2014-10-01,Ethiopia,SNNPR,South Omo,2.0
3562,2014-10-01,Ethiopia,Oromia,West Arsi,1.0
3568,2014-10-01,Ethiopia,SNNPR,Wolayita,1.0
3521,2014-10-01,Ethiopia,Oromia,Bale,1.0
315,2014-10-01,Ethiopia,Somali,Afder,2.0
3526,2014-10-01,Ethiopia,SNNPR,Alaba,1.0
3527,2014-10-01,Ethiopia,Oromia,Arsi,1.0
3529,2014-10-01,Ethiopia,SNNPR,Basketo,1.0
3530,2014-10-01,Ethiopia,SNNPR,Bench Maji,1.0
3531,2014-10-01,Ethiopia,Tigray,Central Tigray,1.0
3532,2014-10-01,Ethiopia,SNNPR,Dawro,1.0
3534,2014-10-01,Ethiopia,Amhara,East Gojam,1.0
3535,2014-10-01,Ethiopia,Oromia,East Shewa,1.0
3536,2014-10-01,Ethiopia,Oromia,East Wellega,1.0
324,2014-10-01,Ethiopia,Oromia,Gujii,2.0
3540,2014-10-01,Ethiopia,SNNPR,Gurage,1.0
3542,2014-10-01,Ethiopia,Oromia,Horo Guduru,1.0
325,2014-10-01,Ethiopia,Somali,Fafan,2.0
3544,2014-10-01,Ethiopia,Oromia,Jimma,1.0
3545,2014-10-01,Ethiopia,SNNPR,Kembata Tembaro,1.0
3546,2014-10-01,Ethiopia,SNNPR,Keffa,1.0
3547,2014-10-01,Ethiopia,Oromia,Kelem,1.0
3548,2014-10-01,Ethiopia,SNNPR,Konta,1.0
328,2014-10-01,Ethiopia,Somali,Liben,2.0
3551,2014-10-01,Ethiopia,Amhara,North Shewa,1.0
3552,2014-10-01,Ethiopia,Amhara,North Wollo,1.0
3553,2014-10-01,Ethiopia,Gambela,Nuer,1.0
3554,2014-10-01,Ethiopia,Amhara,Oromia,1.0
333,2014-10-01,Ethiopia,Somali,Sitti,2.0
3556,2014-10-01,Ethiopia,Amhara,South Gondar,1.0
3558,2014-10-01,Ethiopia,Amhara,South Wollo,1.0
3559,2014-10-01,Ethiopia,Tigray,South Tigray,1.0
3560,2014-10-01,Ethiopia,Amhara,Argoba,1.0
3561,2014-10-01,Ethiopia,Amhara,Wag Himra,1.0
3563,2014-10-01,Ethiopia,Amhara,West Gojam,1.0
340,2014-10-01,Ethiopia,Oromia,West Hararge,2.0
3565,2014-10-01,Ethiopia,Oromia,West Shewa,1.0
3566,2014-10-01,Ethiopia,Oromia,West Wellega,1.0
3567,2014-10-01,Ethiopia,Tigray,West Tigray,1.0
3569,2014-10-01,Ethiopia,SNNPR,Yem,1.0
342,2014-10-01,Ethiopia,Afar,Awusi,2.0
6662,2014-10-01,Ethiopia,Afar,Gabi,3.0
345,2014-10-01,Ethiopia,Afar,Khari,2.0
3575,2014-10-01,Ethiopia,Tigray,Northwest Tigray,1.0
3576,2014-10-01,Ethiopia,Gambela,Itang,1.0
3577,2014-10-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
3579,2014-10-01,Ethiopia,Gambela,Agniwak,1.0
3580,2014-10-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
3582,2014-10-01,Ethiopia,Tigray,East Tigray,1.0
3583,2014-10-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
3584,2014-10-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
3586,2014-10-01,Ethiopia,Oromia,South West Shewa,1.0
3588,2014-10-01,Ethiopia,Amhara,North Gondar,1.0
3589,2014-10-01,Ethiopia,SNNPR,Hadiya,1.0
3591,2014-10-01,Ethiopia,SNNPR,Silltie,1.0
320,2014-10-01,Ethiopia,Somali,Jarar,2.0
3543,2014-10-01,Ethiopia,Oromia,Ilubabor,1.0
327,2014-10-01,Ethiopia,Somali,Korahe,2.0
346,2014-10-01,Ethiopia,Somali,Shebelle,2.0
6750,2014-10-01,Ethiopia,Oromia,East Hararge,1.0
357,2014-10-01,Ethiopia,Somali,Nogob,2.0
358,2014-10-01,Ethiopia,Somali,Dollo,2.0
344,2014-10-01,Ethiopia,Afar,Fanti,2.0
354,2014-10-01,Ethiopia,Afar,Kilbati,2.0
321,2014-10-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
3541,2014-10-01,Ethiopia,Harari,Harari,1.0
3522,2014-10-01,Ethiopia,SNNPR,Sheka,1.0
3528,2014-10-01,Ethiopia,Amhara,Awi,1.0
3550,2014-10-01,Ethiopia,Gambela,Mezhenger,1.0
3578,2014-10-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
3585,2014-10-01,Ethiopia,Addis Ababa,Region 14,1.0
823,2018-02-01,Ethiopia,SNNPR,Segen,3.0
2808,2018-02-01,Ethiopia,Oromia,Borena,2.0
362,2018-02-01,Ethiopia,SNNPR,Sidama,2.0
2813,2018-02-01,Ethiopia,SNNPR,Gamo Gofa,2.0
2814,2018-02-01,Ethiopia,SNNPR,Gedeo,2.0
390,2018-02-01,Ethiopia,SNNPR,South Omo,2.0
5025,2018-02-01,Ethiopia,Oromia,West Arsi,1.0
397,2018-02-01,Ethiopia,SNNPR,Wolayita,2.0
824,2018-02-01,Ethiopia,Oromia,Bale,3.0
4938,2018-02-01,Ethiopia,Somali,Afder,3.0
364,2018-02-01,Ethiopia,SNNPR,Alaba,2.0
4993,2018-02-01,Ethiopia,Oromia,Arsi,1.0
366,2018-02-01,Ethiopia,SNNPR,Basketo,2.0
4996,2018-02-01,Ethiopia,SNNPR,Bench Maji,1.0
368,2018-02-01,Ethiopia,Tigray,Central Tigray,2.0
369,2018-02-01,Ethiopia,SNNPR,Dawro,2.0
5000,2018-02-01,Ethiopia,Amhara,East Gojam,1.0
5001,2018-02-01,Ethiopia,Oromia,East Shewa,1.0
5002,2018-02-01,Ethiopia,Oromia,East Wellega,1.0
376,2018-02-01,Ethiopia,Oromia,Gujii,2.0
5004,2018-02-01,Ethiopia,SNNPR,Gurage,1.0
5006,2018-02-01,Ethiopia,Oromia,Horo Guduru,1.0
379,2018-02-01,Ethiopia,Somali,Fafan,2.0
5008,2018-02-01,Ethiopia,Oromia,Jimma,1.0
381,2018-02-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
5010,2018-02-01,Ethiopia,SNNPR,Keffa,1.0
5011,2018-02-01,Ethiopia,Oromia,Kelem,1.0
5012,2018-02-01,Ethiopia,SNNPR,Konta,1.0
833,2018-02-01,Ethiopia,Somali,Liben,3.0
5014,2018-02-01,Ethiopia,Amhara,North Shewa,1.0
386,2018-02-01,Ethiopia,Amhara,North Wollo,2.0
5016,2018-02-01,Ethiopia,Gambela,Nuer,1.0
5017,2018-02-01,Ethiopia,Amhara,Oromia,1.0
388,2018-02-01,Ethiopia,Somali,Sitti,2.0
5019,2018-02-01,Ethiopia,Amhara,South Gondar,1.0
5021,2018-02-01,Ethiopia,Amhara,South Wollo,1.0
392,2018-02-01,Ethiopia,Tigray,South Tigray,2.0
5023,2018-02-01,Ethiopia,Amhara,Argoba,1.0
393,2018-02-01,Ethiopia,Amhara,Wag Himra,2.0
5026,2018-02-01,Ethiopia,Amhara,West Gojam,1.0
395,2018-02-01,Ethiopia,Oromia,West Hararge,2.0
5028,2018-02-01,Ethiopia,Oromia,West Shewa,1.0
5029,2018-02-01,Ethiopia,Oromia,West Wellega,1.0
5030,2018-02-01,Ethiopia,Tigray,West Tigray,1.0
5031,2018-02-01,Ethiopia,SNNPR,Yem,1.0
399,2018-02-01,Ethiopia,Afar,Awusi,2.0
400,2018-02-01,Ethiopia,Afar,Gabi,2.0
402,2018-02-01,Ethiopia,Afar,Khari,2.0
5037,2018-02-01,Ethiopia,Tigray,Northwest Tigray,1.0
5038,2018-02-01,Ethiopia,Gambela,Itang,1.0
5039,2018-02-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
5041,2018-02-01,Ethiopia,Gambela,Agniwak,1.0
5042,2018-02-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
409,2018-02-01,Ethiopia,Tigray,East Tigray,2.0
5045,2018-02-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
5046,2018-02-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
5048,2018-02-01,Ethiopia,Oromia,South West Shewa,1.0
5049,2018-02-01,Ethiopia,Amhara,North Gondar,1.0
5050,2018-02-01,Ethiopia,SNNPR,Hadiya,1.0
414,2018-02-01,Ethiopia,SNNPR,Silltie,2.0
4939,2018-02-01,Ethiopia,Somali,Jarar,3.0
5007,2018-02-01,Ethiopia,Oromia,Ilubabor,1.0
6846,2018-02-01,Ethiopia,Somali,Korahe,99.0
4943,2018-02-01,Ethiopia,Somali,Shebelle,3.0
408,2018-02-01,Ethiopia,Oromia,East Hararge,2.0
844,2018-02-01,Ethiopia,Somali,Nogob,3.0
6848,2018-02-01,Ethiopia,Somali,Dollo,99.0
401,2018-02-01,Ethiopia,Afar,Fanti,2.0
411,2018-02-01,Ethiopia,Afar,Kilbati,2.0
371,2018-02-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
378,2018-02-01,Ethiopia,Harari,Harari,2.0
4989,2018-02-01,Ethiopia,SNNPR,Sheka,1.0
4994,2018-02-01,Ethiopia,Amhara,Awi,1.0
5013,2018-02-01,Ethiopia,Gambela,Mezhenger,1.0
5040,2018-02-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
5047,2018-02-01,Ethiopia,Addis Ababa,Region 14,1.0
3446,2015-01-01,Ethiopia,SNNPR,Segen,1.0
6449,2015-01-01,Ethiopia,Oromia,Borena,3.0
3450,2015-01-01,Ethiopia,SNNPR,Sidama,1.0
429,2015-01-01,Ethiopia,SNNPR,Gamo Gofa,2.0
3465,2015-01-01,Ethiopia,SNNPR,Gedeo,1.0
515,2015-01-01,Ethiopia,SNNPR,South Omo,2.0
447,2015-01-01,Ethiopia,Oromia,West Arsi,2.0
449,2015-01-01,Ethiopia,SNNPR,Wolayita,2.0
3447,2015-01-01,Ethiopia,Oromia,Bale,1.0
420,2015-01-01,Ethiopia,Somali,Afder,2.0
421,2015-01-01,Ethiopia,SNNPR,Alaba,2.0
3453,2015-01-01,Ethiopia,Oromia,Arsi,1.0
3455,2015-01-01,Ethiopia,SNNPR,Basketo,1.0
3456,2015-01-01,Ethiopia,SNNPR,Bench Maji,1.0
3457,2015-01-01,Ethiopia,Tigray,Central Tigray,1.0
3458,2015-01-01,Ethiopia,SNNPR,Dawro,1.0
3461,2015-01-01,Ethiopia,Amhara,East Gojam,1.0
3462,2015-01-01,Ethiopia,Oromia,East Shewa,1.0
3463,2015-01-01,Ethiopia,Oromia,East Wellega,1.0
3466,2015-01-01,Ethiopia,Oromia,Gujii,1.0
3467,2015-01-01,Ethiopia,SNNPR,Gurage,1.0
3469,2015-01-01,Ethiopia,Oromia,Horo Guduru,1.0
432,2015-01-01,Ethiopia,Somali,Fafan,2.0
3472,2015-01-01,Ethiopia,Oromia,Jimma,1.0
3473,2015-01-01,Ethiopia,SNNPR,Kembata Tembaro,1.0
3474,2015-01-01,Ethiopia,SNNPR,Keffa,1.0
3475,2015-01-01,Ethiopia,Oromia,Kelem,1.0
3476,2015-01-01,Ethiopia,SNNPR,Konta,1.0
436,2015-01-01,Ethiopia,Somali,Liben,2.0
3479,2015-01-01,Ethiopia,Amhara,North Shewa,1.0
3480,2015-01-01,Ethiopia,Amhara,North Wollo,1.0
3481,2015-01-01,Ethiopia,Gambela,Nuer,1.0
3482,2015-01-01,Ethiopia,Amhara,Oromia,1.0
441,2015-01-01,Ethiopia,Somali,Sitti,2.0
3484,2015-01-01,Ethiopia,Amhara,South Gondar,1.0
3486,2015-01-01,Ethiopia,Amhara,South Wollo,1.0
445,2015-01-01,Ethiopia,Tigray,South Tigray,2.0
3488,2015-01-01,Ethiopia,Amhara,Argoba,1.0
6456,2015-01-01,Ethiopia,Amhara,Wag Himra,3.0
3491,2015-01-01,Ethiopia,Amhara,West Gojam,1.0
448,2015-01-01,Ethiopia,Oromia,West Hararge,2.0
3493,2015-01-01,Ethiopia,Oromia,West Shewa,1.0
3494,2015-01-01,Ethiopia,Oromia,West Wellega,1.0
3495,2015-01-01,Ethiopia,Tigray,West Tigray,1.0
3497,2015-01-01,Ethiopia,SNNPR,Yem,1.0
450,2015-01-01,Ethiopia,Afar,Awusi,2.0
521,2015-01-01,Ethiopia,Afar,Gabi,2.0
453,2015-01-01,Ethiopia,Afar,Khari,2.0
3503,2015-01-01,Ethiopia,Tigray,Northwest Tigray,1.0
3504,2015-01-01,Ethiopia,Gambela,Itang,1.0
3505,2015-01-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
3507,2015-01-01,Ethiopia,Gambela,Agniwak,1.0
3508,2015-01-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
461,2015-01-01,Ethiopia,Tigray,East Tigray,2.0
3511,2015-01-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
3512,2015-01-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
3514,2015-01-01,Ethiopia,Oromia,South West Shewa,1.0
3515,2015-01-01,Ethiopia,Amhara,North Gondar,1.0
3516,2015-01-01,Ethiopia,SNNPR,Hadiya,1.0
3518,2015-01-01,Ethiopia,SNNPR,Silltie,1.0
426,2015-01-01,Ethiopia,Somali,Jarar,2.0
3470,2015-01-01,Ethiopia,Oromia,Ilubabor,1.0
435,2015-01-01,Ethiopia,Somali,Korahe,2.0
454,2015-01-01,Ethiopia,Somali,Shebelle,2.0
3509,2015-01-01,Ethiopia,Oromia,East Hararge,1.0
465,2015-01-01,Ethiopia,Somali,Nogob,2.0
467,2015-01-01,Ethiopia,Somali,Dollo,2.0
452,2015-01-01,Ethiopia,Afar,Fanti,2.0
463,2015-01-01,Ethiopia,Afar,Kilbati,2.0
427,2015-01-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
3468,2015-01-01,Ethiopia,Harari,Harari,1.0
3448,2015-01-01,Ethiopia,SNNPR,Sheka,1.0
3454,2015-01-01,Ethiopia,Amhara,Awi,1.0
3478,2015-01-01,Ethiopia,Gambela,Mezhenger,1.0
3506,2015-01-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
3513,2015-01-01,Ethiopia,Addis Ababa,Region 14,1.0
532,2019-10-01,Ethiopia,SNNPR,Segen,2.0
534,2019-10-01,Ethiopia,Oromia,Borena,2.0
2739,2019-10-01,Ethiopia,SNNPR,Sidama,1.0
2753,2019-10-01,Ethiopia,SNNPR,Gamo Gofa,1.0
548,2019-10-01,Ethiopia,SNNPR,Gedeo,2.0
563,2019-10-01,Ethiopia,SNNPR,South Omo,2.0
2777,2019-10-01,Ethiopia,Oromia,West Arsi,1.0
2783,2019-10-01,Ethiopia,SNNPR,Wolayita,1.0
469,2019-10-01,Ethiopia,Oromia,Bale,3.0
536,2019-10-01,Ethiopia,Somali,Afder,2.0
537,2019-10-01,Ethiopia,SNNPR,Alaba,2.0
2742,2019-10-01,Ethiopia,Oromia,Arsi,1.0
2744,2019-10-01,Ethiopia,SNNPR,Basketo,1.0
2745,2019-10-01,Ethiopia,SNNPR,Bench Maji,1.0
2746,2019-10-01,Ethiopia,Tigray,Central Tigray,1.0
2747,2019-10-01,Ethiopia,SNNPR,Dawro,1.0
2750,2019-10-01,Ethiopia,Amhara,East Gojam,1.0
2751,2019-10-01,Ethiopia,Oromia,East Shewa,1.0
2752,2019-10-01,Ethiopia,Oromia,East Wellega,1.0
477,2019-10-01,Ethiopia,Oromia,Gujii,3.0
2756,2019-10-01,Ethiopia,SNNPR,Gurage,1.0
2757,2019-10-01,Ethiopia,Oromia,Horo Guduru,1.0
553,2019-10-01,Ethiopia,Somali,Fafan,2.0
2760,2019-10-01,Ethiopia,Oromia,Jimma,1.0
555,2019-10-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
2762,2019-10-01,Ethiopia,SNNPR,Keffa,1.0
2763,2019-10-01,Ethiopia,Oromia,Kelem,1.0
2764,2019-10-01,Ethiopia,SNNPR,Konta,1.0
481,2019-10-01,Ethiopia,Somali,Liben,3.0
2767,2019-10-01,Ethiopia,Amhara,North Shewa,1.0
2768,2019-10-01,Ethiopia,Amhara,North Wollo,1.0
2769,2019-10-01,Ethiopia,Gambela,Nuer,1.0
2770,2019-10-01,Ethiopia,Amhara,Oromia,1.0
561,2019-10-01,Ethiopia,Somali,Sitti,2.0
562,2019-10-01,Ethiopia,Amhara,South Gondar,2.0
2773,2019-10-01,Ethiopia,Amhara,South Wollo,1.0
2774,2019-10-01,Ethiopia,Tigray,South Tigray,1.0
566,2019-10-01,Ethiopia,Amhara,Argoba,2.0
567,2019-10-01,Ethiopia,Amhara,Wag Himra,2.0
2778,2019-10-01,Ethiopia,Amhara,West Gojam,1.0
569,2019-10-01,Ethiopia,Oromia,West Hararge,2.0
2780,2019-10-01,Ethiopia,Oromia,West Shewa,1.0
2781,2019-10-01,Ethiopia,Oromia,West Wellega,1.0
2782,2019-10-01,Ethiopia,Tigray,West Tigray,1.0
2784,2019-10-01,Ethiopia,SNNPR,Yem,1.0
573,2019-10-01,Ethiopia,Afar,Awusi,2.0
574,2019-10-01,Ethiopia,Afar,Gabi,2.0
576,2019-10-01,Ethiopia,Afar,Khari,2.0
2790,2019-10-01,Ethiopia,Tigray,Northwest Tigray,1.0
2791,2019-10-01,Ethiopia,Gambela,Itang,1.0
2792,2019-10-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
2794,2019-10-01,Ethiopia,Gambela,Agniwak,1.0
2795,2019-10-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
583,2019-10-01,Ethiopia,Tigray,East Tigray,2.0
2798,2019-10-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
2799,2019-10-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
2801,2019-10-01,Ethiopia,Oromia,South West Shewa,1.0
2803,2019-10-01,Ethiopia,Amhara,North Gondar,1.0
2804,2019-10-01,Ethiopia,SNNPR,Hadiya,1.0
2805,2019-10-01,Ethiopia,SNNPR,Silltie,1.0
542,2019-10-01,Ethiopia,Somali,Jarar,2.0
2758,2019-10-01,Ethiopia,Oromia,Ilubabor,1.0
556,2019-10-01,Ethiopia,Somali,Korahe,2.0
577,2019-10-01,Ethiopia,Somali,Shebelle,2.0
493,2019-10-01,Ethiopia,Oromia,East Hararge,3.0
496,2019-10-01,Ethiopia,Somali,Nogob,3.0
591,2019-10-01,Ethiopia,Somali,Dollo,2.0
490,2019-10-01,Ethiopia,Afar,Fanti,3.0
495,2019-10-01,Ethiopia,Afar,Kilbati,3.0
543,2019-10-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
551,2019-10-01,Ethiopia,Harari,Harari,2.0
2737,2019-10-01,Ethiopia,SNNPR,Sheka,1.0
2743,2019-10-01,Ethiopia,Amhara,Awi,1.0
2766,2019-10-01,Ethiopia,Gambela,Mezhenger,1.0
2793,2019-10-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
2800,2019-10-01,Ethiopia,Addis Ababa,Region 14,1.0
2161,2015-04-01,Ethiopia,SNNPR,Segen,1.0
5107,2015-04-01,Ethiopia,Oromia,Borena,3.0
2165,2015-04-01,Ethiopia,SNNPR,Sidama,1.0
4078,2015-04-01,Ethiopia,SNNPR,Gamo Gofa,2.0
2179,2015-04-01,Ethiopia,SNNPR,Gedeo,1.0
4090,2015-04-01,Ethiopia,SNNPR,South Omo,2.0
4093,2015-04-01,Ethiopia,Oromia,West Arsi,2.0
4095,2015-04-01,Ethiopia,SNNPR,Wolayita,2.0
2162,2015-04-01,Ethiopia,Oromia,Bale,1.0
596,2015-04-01,Ethiopia,Somali,Afder,2.0
4073,2015-04-01,Ethiopia,SNNPR,Alaba,2.0
598,2015-04-01,Ethiopia,Oromia,Arsi,2.0
2170,2015-04-01,Ethiopia,SNNPR,Basketo,1.0
2171,2015-04-01,Ethiopia,SNNPR,Bench Maji,1.0
600,2015-04-01,Ethiopia,Tigray,Central Tigray,2.0
2173,2015-04-01,Ethiopia,SNNPR,Dawro,1.0
2175,2015-04-01,Ethiopia,Amhara,East Gojam,1.0
2176,2015-04-01,Ethiopia,Oromia,East Shewa,1.0
2177,2015-04-01,Ethiopia,Oromia,East Wellega,1.0
2180,2015-04-01,Ethiopia,Oromia,Gujii,1.0
2181,2015-04-01,Ethiopia,SNNPR,Gurage,1.0
2183,2015-04-01,Ethiopia,Oromia,Horo Guduru,1.0
607,2015-04-01,Ethiopia,Somali,Fafan,2.0
2185,2015-04-01,Ethiopia,Oromia,Jimma,1.0
2186,2015-04-01,Ethiopia,SNNPR,Kembata Tembaro,1.0
2187,2015-04-01,Ethiopia,SNNPR,Keffa,1.0
2188,2015-04-01,Ethiopia,Oromia,Kelem,1.0
2189,2015-04-01,Ethiopia,SNNPR,Konta,1.0
610,2015-04-01,Ethiopia,Somali,Liben,2.0
2192,2015-04-01,Ethiopia,Amhara,North Shewa,1.0
612,2015-04-01,Ethiopia,Amhara,North Wollo,2.0
2194,2015-04-01,Ethiopia,Gambela,Nuer,1.0
2195,2015-04-01,Ethiopia,Amhara,Oromia,1.0
614,2015-04-01,Ethiopia,Somali,Sitti,2.0
2197,2015-04-01,Ethiopia,Amhara,South Gondar,1.0
2199,2015-04-01,Ethiopia,Amhara,South Wollo,1.0
618,2015-04-01,Ethiopia,Tigray,South Tigray,2.0
2201,2015-04-01,Ethiopia,Amhara,Argoba,1.0
5122,2015-04-01,Ethiopia,Amhara,Wag Himra,3.0
2204,2015-04-01,Ethiopia,Amhara,West Gojam,1.0
5124,2015-04-01,Ethiopia,Oromia,West Hararge,3.0
2206,2015-04-01,Ethiopia,Oromia,West Shewa,1.0
2207,2015-04-01,Ethiopia,Oromia,West Wellega,1.0
2208,2015-04-01,Ethiopia,Tigray,West Tigray,1.0
2210,2015-04-01,Ethiopia,SNNPR,Yem,1.0
622,2015-04-01,Ethiopia,Afar,Awusi,2.0
5127,2015-04-01,Ethiopia,Afar,Gabi,3.0
625,2015-04-01,Ethiopia,Afar,Khari,2.0
2216,2015-04-01,Ethiopia,Tigray,Northwest Tigray,1.0
2217,2015-04-01,Ethiopia,Gambela,Itang,1.0
2218,2015-04-01,Ethiopia,Benshangul Gumuz,Mao-Komo,1.0
2220,2015-04-01,Ethiopia,Gambela,Agniwak,1.0
2221,2015-04-01,Ethiopia,Benshangul Gumuz,Asosa,1.0
632,2015-04-01,Ethiopia,Tigray,East Tigray,2.0
2223,2015-04-01,Ethiopia,Benshangul Gumuz,Kemashi,1.0
2224,2015-04-01,Ethiopia,Benshangul Gumuz,Metekel,1.0
2226,2015-04-01,Ethiopia,Oromia,South West Shewa,1.0
2227,2015-04-01,Ethiopia,Amhara,North Gondar,1.0
2228,2015-04-01,Ethiopia,SNNPR,Hadiya,1.0
2230,2015-04-01,Ethiopia,SNNPR,Silltie,1.0
601,2015-04-01,Ethiopia,Somali,Jarar,2.0
2184,2015-04-01,Ethiopia,Oromia,Ilubabor,1.0
609,2015-04-01,Ethiopia,Somali,Korahe,2.0
626,2015-04-01,Ethiopia,Somali,Shebelle,2.0
631,2015-04-01,Ethiopia,Oromia,East Hararge,2.0
635,2015-04-01,Ethiopia,Somali,Nogob,2.0
636,2015-04-01,Ethiopia,Somali,Dollo,2.0
624,2015-04-01,Ethiopia,Afar,Fanti,2.0
633,2015-04-01,Ethiopia,Afar,Kilbati,2.0
602,2015-04-01,Ethiopia,Dire Dawa,Dire Dawa,2.0
2182,2015-04-01,Ethiopia,Harari,Harari,1.0
2163,2015-04-01,Ethiopia,SNNPR,Sheka,1.0
2169,2015-04-01,Ethiopia,Amhara,Awi,1.0
2191,2015-04-01,Ethiopia,Gambela,Mezhenger,1.0
2219,2015-04-01,Ethiopia,Benshangul Gumuz,Pawe,1.0
2225,2015-04-01,Ethiopia,Addis Ababa,Region 14,1.0
637,2015-07-01,Ethiopia,SNNPR,Segen,2.0
3613,2015-07-01,Ethiopia,Oromia,Borena,2.0
2236,2015-07-01,Ethiopia,SNNPR,Sidama,1.0
2468,2015-07-01,Ethiopia,SNNPR,Gamo Gofa,3.0
2249,2015-07-01,Ethiopia,SNNPR,Gedeo,1.0
669,2015-07-01,Ethiopia,SNNPR,South Omo,2.0
2481,2015-07-01,Ethiopia,Oromia,West Arsi,3.0
2484,2015-07-01,Ethiopia,SNNPR,Wolayita,3.0
638,2015-07-01,Ethiopia,Oromia,Bale,2.0
641,2015-07-01,Ethiopia,Somali,Afder,2.0
2463,2015-07-01,Ethiopia,SNNPR,Alaba,3.0
643,2015-07-01,Ethiopia,Oromia,Arsi,2.0
2240,2015-07-01,Ethiopia,SNNPR,Basketo,1.0
2241,2015-07-01,Ethiopia,SNNPR,Bench Maji,1.0
3617,2015-07-01,Ethiopia,Tigray,Central Tigray,2.0
2243,2015-07-01,Ethiopia,SNNPR,Dawro,1.0
2245,2015-07-01,Ethiopia,Amhara,East Gojam,1.0
2246,2015-07-01,Ethiopia,Oromia,East Shewa,1.0
2247,2015-07-01,Ethiopia,Oromia,East Wellega,1.0
2250,2015-07-01,Ethiopia,Oromia,Gujii,1.0
2251,2015-07-01,Ethiopia,SNNPR,Gurage,1.0
2252,2015-07-01,Ethiopia,Oromia,Horo Guduru,1.0
657,2015-07-01,Ethiopia,Somali,Fafan,2.0
2254,2015-07-01,Ethiopia,Oromia,Jimma,1.0
659,2015-07-01,Ethiopia,SNNPR,Kembata Tembaro,2.0
2256,2015-07-01,Ethiopia,SNNPR,Keffa,1.0
2257,2015-07-01,Ethiopia,Oromia,Kelem,1.0
2258,2015-07-01,Ethiopia,SNNPR,Konta,1.0
3627,2015-07-01,Ethiopia,Somali,Liben,2.0
2260,2015-07-01,Ethiopia,Amhara,North Shewa,1.0
2474,2015-07-01,Ethiopia,Amhara,North Wollo,3.0
2261,2015-07-01,Ethiopia,Gambela,Nuer,1.0
666,2015-07-01,Ethiopia,Amhara,Oromia,2.0
6768,2015-07-01,Ethiopia,Somali,Sitti,3.0
668,2015-07-01,Ethiopia,Amhara,South Gondar,2.0
670,2015-07-01,Ethiopia,Amhara,South Wollo,2.0
671,2015-07-01,Ethiopia,Tigray,South Tigray,2.0
672,2015-07-01,Ethiopia,Amhara,Argoba,2.0
2480,2015-07-01,Ethiopia,Amhara,Wag Himra,3.0
2267,2015-07-01,Ethiopia,Amhara,West Gojam,1.0
2482,2015-07-01,Ethiopia,Oromia,West Hararge,3.0
2268,2015-07-01,Ethiopia,Oromia,West Shewa,1.0
