,date,ML1,ADMIN0,ADMIN1,ADMIN2
3985,2014-07-01,2.0,Ethiopia,Somali,Dollo
3973,2014-07-01,2.0,Ethiopia,Afar,Fanti
4842,2014-07-01,3.0,Ethiopia,Afar,Kilbati
3950,2014-07-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
3955,2014-07-01,2.0,Ethiopia,Harari,Harari
2502,2014-07-01,1.0,Ethiopia,SNNPR,Sheka
2507,2014-07-01,1.0,Ethiopia,Amhara,Awi
2526,2014-07-01,1.0,Ethiopia,Gambela,Mezhenger
2544,2014-07-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6931,2014-07-01,99.0,Ethiopia,Addis Ababa,Region 14
178,2010-01-01,3.0,Ethiopia,SNNPR,Segen
180,2010-01-01,3.0,Ethiopia,Oromia,Borena
11,2010-01-01,2.0,Ethiopia,SNNPR,Sidama
22,2010-01-01,2.0,Ethiopia,SNNPR,Gamo Gofa
23,2010-01-01,2.0,Ethiopia,SNNPR,Gedeo
40,2010-01-01,2.0,Ethiopia,SNNPR,South Omo
6055,2010-01-01,1.0,Ethiopia,Oromia,West Arsi
51,2010-01-01,2.0,Ethiopia,SNNPR,Wolayita
179,2010-01-01,3.0,Ethiopia,Oromia,Bale
182,2010-01-01,3.0,Ethiopia,Somali,Afder
183,2010-01-01,3.0,Ethiopia,SNNPR,Alaba
14,2010-01-01,2.0,Ethiopia,Oromia,Arsi
6034,2010-01-01,1.0,Ethiopia,SNNPR,Basketo
16,2010-01-01,2.0,Ethiopia,SNNPR,Bench Maji
17,2010-01-01,2.0,Ethiopia,Tigray,Central Tigray
18,2010-01-01,2.0,Ethiopia,SNNPR,Dawro
6037,2010-01-01,1.0,Ethiopia,Amhara,East Gojam
20,2010-01-01,2.0,Ethiopia,Oromia,East Shewa
6039,2010-01-01,1.0,Ethiopia,Oromia,East Wellega
193,2010-01-01,3.0,Ethiopia,Oromia,Gujii
25,2010-01-01,2.0,Ethiopia,SNNPR,Gurage
6044,2010-01-01,1.0,Ethiopia,Oromia,Horo Guduru
197,2010-01-01,3.0,Ethiopia,Somali,Fafan
6046,2010-01-01,1.0,Ethiopia,Oromia,Jimma
29,2010-01-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
6047,2010-01-01,1.0,Ethiopia,SNNPR,Keffa
6048,2010-01-01,1.0,Ethiopia,Oromia,Kelem
6049,2010-01-01,1.0,Ethiopia,SNNPR,Konta
200,2010-01-01,3.0,Ethiopia,Somali,Liben
34,2010-01-01,2.0,Ethiopia,Amhara,North Shewa
202,2010-01-01,3.0,Ethiopia,Amhara,North Wollo
6638,2010-01-01,4.0,Ethiopia,Gambela,Nuer
37,2010-01-01,2.0,Ethiopia,Amhara,Oromia
6639,2010-01-01,4.0,Ethiopia,Somali,Sitti
39,2010-01-01,2.0,Ethiopia,Amhara,South Gondar
41,2010-01-01,2.0,Ethiopia,Amhara,South Wollo
6641,2010-01-01,4.0,Ethiopia,Tigray,South Tigray
43,2010-01-01,2.0,Ethiopia,Amhara,Argoba
6642,2010-01-01,4.0,Ethiopia,Amhara,Wag Himra
6056,2010-01-01,1.0,Ethiopia,Amhara,West Gojam
212,2010-01-01,3.0,Ethiopia,Oromia,West Hararge
6057,2010-01-01,1.0,Ethiopia,Oromia,West Shewa
6058,2010-01-01,1.0,Ethiopia,Oromia,West Wellega
6059,2010-01-01,1.0,Ethiopia,Tigray,West Tigray
6060,2010-01-01,1.0,Ethiopia,SNNPR,Yem
6643,2010-01-01,4.0,Ethiopia,Afar,Awusi
217,2010-01-01,3.0,Ethiopia,Afar,Gabi
219,2010-01-01,3.0,Ethiopia,Afar,Khari
56,2010-01-01,2.0,Ethiopia,Tigray,Northwest Tigray
6648,2010-01-01,4.0,Ethiopia,Gambela,Itang
58,2010-01-01,2.0,Ethiopia,Benshangul Gumuz,Mao-Komo
6649,2010-01-01,4.0,Ethiopia,Gambela,Agniwak
60,2010-01-01,2.0,Ethiopia,Benshangul Gumuz,Asosa
225,2010-01-01,3.0,Ethiopia,Tigray,East Tigray
62,2010-01-01,2.0,Ethiopia,Benshangul Gumuz,Kemashi
6068,2010-01-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
6070,2010-01-01,1.0,Ethiopia,Oromia,South West Shewa
6071,2010-01-01,1.0,Ethiopia,Amhara,North Gondar
66,2010-01-01,2.0,Ethiopia,SNNPR,Hadiya
231,2010-01-01,3.0,Ethiopia,SNNPR,Silltie
6073,2010-01-01,1.0,Ethiopia,Oromia,North Shewa
188,2010-01-01,3.0,Ethiopia,Somali,Jarar
6045,2010-01-01,1.0,Ethiopia,Oromia,Ilubabor
6634,2010-01-01,4.0,Ethiopia,Somali,Korahe
220,2010-01-01,3.0,Ethiopia,Somali,Shebelle
224,2010-01-01,3.0,Ethiopia,Oromia,East Hararge
230,2010-01-01,3.0,Ethiopia,Somali,Nogob
6653,2010-01-01,4.0,Ethiopia,Somali,Dollo
218,2010-01-01,3.0,Ethiopia,Afar,Fanti
227,2010-01-01,3.0,Ethiopia,Afar,Kilbati
189,2010-01-01,3.0,Ethiopia,Dire Dawa,Dire Dawa
195,2010-01-01,3.0,Ethiopia,Harari,Harari
6028,2010-01-01,1.0,Ethiopia,SNNPR,Sheka
6033,2010-01-01,1.0,Ethiopia,Amhara,Awi
6050,2010-01-01,1.0,Ethiopia,Gambela,Mezhenger
6064,2010-01-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6977,2010-01-01,99.0,Ethiopia,Addis Ababa,Region 14
69,2009-10-01,3.0,Ethiopia,SNNPR,Segen
71,2009-10-01,3.0,Ethiopia,Oromia,Borena
4203,2009-10-01,2.0,Ethiopia,SNNPR,Sidama
4215,2009-10-01,2.0,Ethiopia,SNNPR,Gamo Gofa
4216,2009-10-01,2.0,Ethiopia,SNNPR,Gedeo
4232,2009-10-01,2.0,Ethiopia,SNNPR,South Omo
4237,2009-10-01,2.0,Ethiopia,Oromia,West Arsi
4241,2009-10-01,2.0,Ethiopia,SNNPR,Wolayita
70,2009-10-01,3.0,Ethiopia,Oromia,Bale
72,2009-10-01,3.0,Ethiopia,Somali,Afder
4205,2009-10-01,2.0,Ethiopia,SNNPR,Alaba
4206,2009-10-01,2.0,Ethiopia,Oromia,Arsi
5985,2009-10-01,1.0,Ethiopia,SNNPR,Basketo
4208,2009-10-01,2.0,Ethiopia,SNNPR,Bench Maji
4209,2009-10-01,2.0,Ethiopia,Tigray,Central Tigray
4210,2009-10-01,2.0,Ethiopia,SNNPR,Dawro
5988,2009-10-01,1.0,Ethiopia,Amhara,East Gojam
4214,2009-10-01,2.0,Ethiopia,Oromia,East Shewa
5990,2009-10-01,1.0,Ethiopia,Oromia,East Wellega
76,2009-10-01,3.0,Ethiopia,Oromia,Gujii
4218,2009-10-01,2.0,Ethiopia,SNNPR,Gurage
5995,2009-10-01,1.0,Ethiopia,Oromia,Horo Guduru
4221,2009-10-01,2.0,Ethiopia,Somali,Fafan
5997,2009-10-01,1.0,Ethiopia,Oromia,Jimma
4223,2009-10-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
5998,2009-10-01,1.0,Ethiopia,SNNPR,Keffa
5999,2009-10-01,1.0,Ethiopia,Oromia,Kelem
6000,2009-10-01,1.0,Ethiopia,SNNPR,Konta
80,2009-10-01,3.0,Ethiopia,Somali,Liben
4226,2009-10-01,2.0,Ethiopia,Amhara,North Shewa
4227,2009-10-01,2.0,Ethiopia,Amhara,North Wollo
81,2009-10-01,3.0,Ethiopia,Gambela,Nuer
4229,2009-10-01,2.0,Ethiopia,Amhara,Oromia
4230,2009-10-01,2.0,Ethiopia,Somali,Sitti
4231,2009-10-01,2.0,Ethiopia,Amhara,South Gondar
4233,2009-10-01,2.0,Ethiopia,Amhara,South Wollo
4234,2009-10-01,2.0,Ethiopia,Tigray,South Tigray
4235,2009-10-01,2.0,Ethiopia,Amhara,Argoba
4236,2009-10-01,2.0,Ethiopia,Amhara,Wag Himra
6008,2009-10-01,1.0,Ethiopia,Amhara,West Gojam
4238,2009-10-01,2.0,Ethiopia,Oromia,West Hararge
4239,2009-10-01,2.0,Ethiopia,Oromia,West Shewa
6010,2009-10-01,1.0,Ethiopia,Oromia,West Wellega
6011,2009-10-01,1.0,Ethiopia,Tigray,West Tigray
6012,2009-10-01,1.0,Ethiopia,SNNPR,Yem
4243,2009-10-01,2.0,Ethiopia,Afar,Awusi
4244,2009-10-01,2.0,Ethiopia,Afar,Gabi
4246,2009-10-01,2.0,Ethiopia,Afar,Khari
4247,2009-10-01,2.0,Ethiopia,Tigray,Northwest Tigray
87,2009-10-01,3.0,Ethiopia,Gambela,Itang
6016,2009-10-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
88,2009-10-01,3.0,Ethiopia,Gambela,Agniwak
6019,2009-10-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
4251,2009-10-01,2.0,Ethiopia,Tigray,East Tigray
6020,2009-10-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
6021,2009-10-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
6023,2009-10-01,1.0,Ethiopia,Oromia,South West Shewa
6024,2009-10-01,1.0,Ethiopia,Amhara,North Gondar
4255,2009-10-01,2.0,Ethiopia,SNNPR,Hadiya
4257,2009-10-01,2.0,Ethiopia,SNNPR,Silltie
6026,2009-10-01,1.0,Ethiopia,Oromia,North Shewa
74,2009-10-01,3.0,Ethiopia,Somali,Jarar
5996,2009-10-01,1.0,Ethiopia,Oromia,Ilubabor
79,2009-10-01,3.0,Ethiopia,Somali,Korahe
86,2009-10-01,3.0,Ethiopia,Somali,Shebelle
4250,2009-10-01,2.0,Ethiopia,Oromia,East Hararge
90,2009-10-01,3.0,Ethiopia,Somali,Nogob
91,2009-10-01,3.0,Ethiopia,Somali,Dollo
4245,2009-10-01,2.0,Ethiopia,Afar,Fanti
4253,2009-10-01,2.0,Ethiopia,Afar,Kilbati
4212,2009-10-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
4219,2009-10-01,2.0,Ethiopia,Harari,Harari
5979,2009-10-01,1.0,Ethiopia,SNNPR,Sheka
5984,2009-10-01,1.0,Ethiopia,Amhara,Awi
6001,2009-10-01,1.0,Ethiopia,Gambela,Mezhenger
6017,2009-10-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6999,2009-10-01,99.0,Ethiopia,Addis Ababa,Region 14
92,2012-10-01,2.0,Ethiopia,SNNPR,Segen
94,2012-10-01,2.0,Ethiopia,Oromia,Borena
3268,2012-10-01,2.0,Ethiopia,SNNPR,Sidama
103,2012-10-01,2.0,Ethiopia,SNNPR,Gamo Gofa
3280,2012-10-01,2.0,Ethiopia,SNNPR,Gedeo
3296,2012-10-01,2.0,Ethiopia,SNNPR,South Omo
5739,2012-10-01,1.0,Ethiopia,Oromia,West Arsi
116,2012-10-01,2.0,Ethiopia,SNNPR,Wolayita
93,2012-10-01,2.0,Ethiopia,Oromia,Bale
96,2012-10-01,2.0,Ethiopia,Somali,Afder
3270,2012-10-01,2.0,Ethiopia,SNNPR,Alaba
5708,2012-10-01,1.0,Ethiopia,Oromia,Arsi
5710,2012-10-01,1.0,Ethiopia,SNNPR,Basketo
5711,2012-10-01,1.0,Ethiopia,SNNPR,Bench Maji
3274,2012-10-01,2.0,Ethiopia,Tigray,Central Tigray
5713,2012-10-01,1.0,Ethiopia,SNNPR,Dawro
5714,2012-10-01,1.0,Ethiopia,Amhara,East Gojam
5715,2012-10-01,1.0,Ethiopia,Oromia,East Shewa
5716,2012-10-01,1.0,Ethiopia,Oromia,East Wellega
105,2012-10-01,2.0,Ethiopia,Oromia,Gujii
5720,2012-10-01,1.0,Ethiopia,SNNPR,Gurage
5721,2012-10-01,1.0,Ethiopia,Oromia,Horo Guduru
107,2012-10-01,2.0,Ethiopia,Somali,Fafan
5723,2012-10-01,1.0,Ethiopia,Oromia,Jimma
109,2012-10-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
5725,2012-10-01,1.0,Ethiopia,SNNPR,Keffa
5726,2012-10-01,1.0,Ethiopia,Oromia,Kelem
5727,2012-10-01,1.0,Ethiopia,SNNPR,Konta
111,2012-10-01,2.0,Ethiopia,Somali,Liben
5729,2012-10-01,1.0,Ethiopia,Amhara,North Shewa
6169,2012-10-01,3.0,Ethiopia,Amhara,North Wollo
5731,2012-10-01,1.0,Ethiopia,Gambela,Nuer
5732,2012-10-01,1.0,Ethiopia,Amhara,Oromia
6171,2012-10-01,3.0,Ethiopia,Somali,Sitti
5733,2012-10-01,1.0,Ethiopia,Amhara,South Gondar
3297,2012-10-01,2.0,Ethiopia,Amhara,South Wollo
3298,2012-10-01,2.0,Ethiopia,Tigray,South Tigray
5737,2012-10-01,1.0,Ethiopia,Amhara,Argoba
6622,2012-10-01,3.0,Ethiopia,Amhara,Wag Himra
5740,2012-10-01,1.0,Ethiopia,Amhara,West Gojam
3302,2012-10-01,2.0,Ethiopia,Oromia,West Hararge
5742,2012-10-01,1.0,Ethiopia,Oromia,West Shewa
5743,2012-10-01,1.0,Ethiopia,Oromia,West Wellega
5744,2012-10-01,1.0,Ethiopia,Tigray,West Tigray
5746,2012-10-01,1.0,Ethiopia,SNNPR,Yem
6178,2012-10-01,3.0,Ethiopia,Afar,Awusi
3306,2012-10-01,2.0,Ethiopia,Afar,Gabi
3308,2012-10-01,2.0,Ethiopia,Afar,Khari
5749,2012-10-01,1.0,Ethiopia,Tigray,Northwest Tigray
5750,2012-10-01,1.0,Ethiopia,Gambela,Itang
5751,2012-10-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
5753,2012-10-01,1.0,Ethiopia,Gambela,Agniwak
5754,2012-10-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
6624,2012-10-01,3.0,Ethiopia,Tigray,East Tigray
5756,2012-10-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
5757,2012-10-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
5759,2012-10-01,1.0,Ethiopia,Oromia,South West Shewa
5760,2012-10-01,1.0,Ethiopia,Amhara,North Gondar
121,2012-10-01,2.0,Ethiopia,SNNPR,Hadiya
3324,2012-10-01,2.0,Ethiopia,SNNPR,Silltie
3325,2012-10-01,2.0,Ethiopia,Oromia,North Shewa
101,2012-10-01,2.0,Ethiopia,Somali,Jarar
5722,2012-10-01,1.0,Ethiopia,Oromia,Ilubabor
110,2012-10-01,2.0,Ethiopia,Somali,Korahe
119,2012-10-01,2.0,Ethiopia,Somali,Shebelle
3315,2012-10-01,2.0,Ethiopia,Oromia,East Hararge
122,2012-10-01,2.0,Ethiopia,Somali,Nogob
124,2012-10-01,2.0,Ethiopia,Somali,Dollo
3307,2012-10-01,2.0,Ethiopia,Afar,Fanti
3320,2012-10-01,2.0,Ethiopia,Afar,Kilbati
3276,2012-10-01,2.0,Ethiopia,Dire Dawa,Dire Dawa
6962,2012-10-01,99.0,Ethiopia,Harari,Harari
5704,2012-10-01,1.0,Ethiopia,SNNPR,Sheka
5709,2012-10-01,1.0,Ethiopia,Amhara,Awi
5728,2012-10-01,1.0,Ethiopia,Gambela,Mezhenger
5752,2012-10-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6966,2012-10-01,99.0,Ethiopia,Addis Ababa,Region 14
1048,2013-01-01,3.0,Ethiopia,SNNPR,Segen
127,2013-01-01,2.0,Ethiopia,Oromia,Borena
1051,2013-01-01,3.0,Ethiopia,SNNPR,Sidama
1062,2013-01-01,3.0,Ethiopia,SNNPR,Gamo Gofa
140,2013-01-01,2.0,Ethiopia,SNNPR,Gedeo
155,2013-01-01,2.0,Ethiopia,SNNPR,South Omo
5429,2013-01-01,1.0,Ethiopia,Oromia,West Arsi
1083,2013-01-01,3.0,Ethiopia,SNNPR,Wolayita
126,2013-01-01,2.0,Ethiopia,Oromia,Bale
1052,2013-01-01,3.0,Ethiopia,Somali,Afder
1053,2013-01-01,3.0,Ethiopia,SNNPR,Alaba
5403,2013-01-01,1.0,Ethiopia,Oromia,Arsi
5405,2013-01-01,1.0,Ethiopia,SNNPR,Basketo
5406,2013-01-01,1.0,Ethiopia,SNNPR,Bench Maji
6466,2013-01-01,2.0,Ethiopia,Tigray,Central Tigray
5408,2013-01-01,1.0,Ethiopia,SNNPR,Dawro
5409,2013-01-01,1.0,Ethiopia,Amhara,East Gojam
5410,2013-01-01,1.0,Ethiopia,Oromia,East Shewa
5411,2013-01-01,1.0,Ethiopia,Oromia,East Wellega
1064,2013-01-01,3.0,Ethiopia,Oromia,Gujii
5415,2013-01-01,1.0,Ethiopia,SNNPR,Gurage
6471,2013-01-01,2.0,Ethiopia,Oromia,Horo Guduru
143,2013-01-01,2.0,Ethiopia,Somali,Fafan
5418,2013-01-01,1.0,Ethiopia,Oromia,Jimma
145,2013-01-01,2.0,Ethiopia,SNNPR,Kembata Tembaro
5419,2013-01-01,1.0,Ethiopia,SNNPR,Keffa
5420,2013-01-01,1.0,Ethiopia,Oromia,Kelem
5421,2013-01-01,1.0,Ethiopia,SNNPR,Konta
1070,2013-01-01,3.0,Ethiopia,Somali,Liben
5423,2013-01-01,1.0,Ethiopia,Amhara,North Shewa
1072,2013-01-01,3.0,Ethiopia,Amhara,North Wollo
6480,2013-01-01,2.0,Ethiopia,Gambela,Nuer
6481,2013-01-01,2.0,Ethiopia,Amhara,Oromia
4924,2013-01-01,3.0,Ethiopia,Somali,Sitti
5426,2013-01-01,1.0,Ethiopia,Amhara,South Gondar
1077,2013-01-01,3.0,Ethiopia,Amhara,South Wollo
4925,2013-01-01,3.0,Ethiopia,Tigray,South Tigray
158,2013-01-01,2.0,Ethiopia,Amhara,Argoba
4926,2013-01-01,3.0,Ethiopia,Amhara,Wag Himra
5430,2013-01-01,1.0,Ethiopia,Amhara,West Gojam
4927,2013-01-01,3.0,Ethiopia,Oromia,West Hararge
5432,2013-01-01,1.0,Ethiopia,Oromia,West Shewa
5433,2013-01-01,1.0,Ethiopia,Oromia,West Wellega
5434,2013-01-01,1.0,Ethiopia,Tigray,West Tigray
5436,2013-01-01,1.0,Ethiopia,SNNPR,Yem
164,2013-01-01,2.0,Ethiopia,Afar,Awusi
165,2013-01-01,2.0,Ethiopia,Afar,Gabi
167,2013-01-01,2.0,Ethiopia,Afar,Khari
5438,2013-01-01,1.0,Ethiopia,Tigray,Northwest Tigray
6498,2013-01-01,2.0,Ethiopia,Gambela,Itang
5440,2013-01-01,1.0,Ethiopia,Benshangul Gumuz,Mao-Komo
5442,2013-01-01,1.0,Ethiopia,Gambela,Agniwak
5443,2013-01-01,1.0,Ethiopia,Benshangul Gumuz,Asosa
4933,2013-01-01,3.0,Ethiopia,Tigray,East Tigray
5444,2013-01-01,1.0,Ethiopia,Benshangul Gumuz,Kemashi
5445,2013-01-01,1.0,Ethiopia,Benshangul Gumuz,Metekel
5447,2013-01-01,1.0,Ethiopia,Oromia,South West Shewa
5448,2013-01-01,1.0,Ethiopia,Amhara,North Gondar
174,2013-01-01,2.0,Ethiopia,SNNPR,Hadiya
1095,2013-01-01,3.0,Ethiopia,SNNPR,Silltie
6507,2013-01-01,2.0,Ethiopia,Oromia,North Shewa
136,2013-01-01,2.0,Ethiopia,Somali,Jarar
5417,2013-01-01,1.0,Ethiopia,Oromia,Ilubabor
148,2013-01-01,2.0,Ethiopia,Somali,Korahe
1086,2013-01-01,3.0,Ethiopia,Somali,Shebelle
4932,2013-01-01,3.0,Ethiopia,Oromia,East Hararge
1094,2013-01-01,3.0,Ethiopia,Somali,Nogob
177,2013-01-01,2.0,Ethiopia,Somali,Dollo
4930,2013-01-01,3.0,Ethiopia,Afar,Fanti
4934,2013-01-01,3.0,Ethiopia,Afar,Kilbati
1059,2013-01-01,3.0,Ethiopia,Dire Dawa,Dire Dawa
1066,2013-01-01,3.0,Ethiopia,Harari,Harari
5400,2013-01-01,1.0,Ethiopia,SNNPR,Sheka
5404,2013-01-01,1.0,Ethiopia,Amhara,Awi
5422,2013-01-01,1.0,Ethiopia,Gambela,Mezhenger
5441,2013-01-01,1.0,Ethiopia,Benshangul Gumuz,Pawe
6912,2013-01-01,99.0,Ethiopia,Addis Ababa,Region 14
234,2018-12-01,99.0,Ethiopia,SNNPR,Segen
237,2018-12-01,99.0,Ethiopia,Oromia,Borena
238,2018-12-01,99.0,Ethiopia,SNNPR,Sidama
252,2018-12-01,99.0,Ethiopia,SNNPR,Gamo Gofa
253,2018-12-01,99.0,Ethiopia,SNNPR,Gedeo
274,2018-12-01,99.0,Ethiopia,SNNPR,South Omo
279,2018-12-01,99.0,Ethiopia,Oromia,West Arsi
285,2018-12-01,99.0,Ethiopia,SNNPR,Wolayita
235,2018-12-01,99.0,Ethiopia,Oromia,Bale
239,2018-12-01,99.0,Ethiopia,Somali,Afder
240,2018-12-01,99.0,Ethiopia,SNNPR,Alaba
241,2018-12-01,99.0,Ethiopia,Oromia,Arsi
243,2018-12-01,99.0,Ethiopia,SNNPR,Basketo
244,2018-12-01,99.0,Ethiopia,SNNPR,Bench Maji
245,2018-12-01,99.0,Ethiopia,Tigray,Central Tigray
246,2018-12-01,99.0,Ethiopia,SNNPR,Dawro
249,2018-12-01,99.0,Ethiopia,Amhara,East Gojam
250,2018-12-01,99.0,Ethiopia,Oromia,East Shewa
251,2018-12-01,99.0,Ethiopia,Oromia,East Wellega
254,2018-12-01,99.0,Ethiopia,Oromia,Gujii
255,2018-12-01,99.0,Ethiopia,SNNPR,Gurage
257,2018-12-01,99.0,Ethiopia,Oromia,Horo Guduru
259,2018-12-01,99.0,Ethiopia,Somali,Fafan
260,2018-12-01,99.0,Ethiopia,Oromia,Jimma
261,2018-12-01,99.0,Ethiopia,SNNPR,Kembata Tembaro
262,2018-12-01,99.0,Ethiopia,SNNPR,Keffa
263,2018-12-01,99.0,Ethiopia,Oromia,Kelem
264,2018-12-01,99.0,Ethiopia,SNNPR,Konta
266,2018-12-01,99.0,Ethiopia,Somali,Liben
268,2018-12-01,99.0,Ethiopia,Amhara,North Shewa
269,2018-12-01,99.0,Ethiopia,Amhara,North Wollo
270,2018-12-01,99.0,Ethiopia,Gambela,Nuer
271,2018-12-01,99.0,Ethiopia,Amhara,Oromia
272,2018-12-01,99.0,Ethiopia,Somali,Sitti
273,2018-12-01,99.0,Ethiopia,Amhara,South Gondar
275,2018-12-01,99.0,Ethiopia,Amhara,South Wollo
276,2018-12-01,99.0,Ethiopia,Tigray,South Tigray
277,2018-12-01,99.0,Ethiopia,Amhara,Argoba
278,2018-12-01,99.0,Ethiopia,Amhara,Wag Himra
280,2018-12-01,99.0,Ethiopia,Amhara,West Gojam
281,2018-12-01,99.0,Ethiopia,Oromia,West Hararge
282,2018-12-01,99.0,Ethiopia,Oromia,West Shewa
283,2018-12-01,99.0,Ethiopia,Oromia,West Wellega
284,2018-12-01,99.0,Ethiopia,Tigray,West Tigray
286,2018-12-01,99.0,Ethiopia,SNNPR,Yem
287,2018-12-01,99.0,Ethiopia,Afar,Awusi
288,2018-12-01,99.0,Ethiopia,Afar,Gabi
290,2018-12-01,99.0,Ethiopia,Afar,Khari
292,2018-12-01,99.0,Ethiopia,Tigray,Northwest Tigray
293,2018-12-01,99.0,Ethiopia,Gambela,Itang
294,2018-12-01,99.0,Ethiopia,Benshangul Gumuz,Mao-Komo
296,2018-12-01,99.0,Ethiopia,Gambela,Agniwak
297,2018-12-01,99.0,Ethiopia,Benshangul Gumuz,Asosa
