date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
2007-07-15,Wheat - Retail,KG,cereals and tubers,4.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2007-08-15,Wheat - Retail,KG,cereals and tubers,3.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2007-09-15,Wheat - Retail,KG,cereals and tubers,3.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2007-10-15,Wheat - Retail,KG,cereals and tubers,3.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2008-01-15,Wheat - Retail,KG,cereals and tubers,3.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2008-02-15,Wheat - Retail,KG,cereals and tubers,3.75,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2008-03-15,Wheat - Retail,KG,cereals and tubers,4.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2008-04-15,Wheat - Retail,KG,cereals and tubers,4.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2008-05-15,Wheat - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2008-06-15,Wheat - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2008-07-15,Wheat - Retail,KG,cereals and tubers,6.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2008-08-15,Wheat - Retail,KG,cereals and tubers,6.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2008-09-15,Wheat - Retail,KG,cereals and tubers,6.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2008-10-15,Wheat - Retail,KG,cereals and tubers,8.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2008-11-15,Wheat - Retail,KG,cereals and tubers,8.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2008-12-15,Wheat - Retail,KG,cereals and tubers,8.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2009-01-15,Wheat - Retail,KG,cereals and tubers,7.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2009-02-15,Wheat - Retail,KG,cereals and tubers,7.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2009-03-15,Wheat - Retail,KG,cereals and tubers,7.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2009-04-15,Wheat - Retail,KG,cereals and tubers,7.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2009-05-15,Wheat - Retail,KG,cereals and tubers,7.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2009-06-15,Wheat - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2009-07-15,Wheat - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2009-08-15,Wheat - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2009-09-15,Wheat - Retail,KG,cereals and tubers,5.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2009-10-15,Wheat - Retail,KG,cereals and tubers,5.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2009-11-15,Wheat - Retail,KG,cereals and tubers,5.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2009-12-15,Wheat - Retail,KG,cereals and tubers,5.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2010-01-15,Wheat - Retail,KG,cereals and tubers,5.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2010-02-15,Wheat - Retail,KG,cereals and tubers,5.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2010-03-15,Wheat - Retail,KG,cereals and tubers,5.6,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2010-04-15,Wheat - Retail,KG,cereals and tubers,5.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2010-05-15,Wheat - Retail,KG,cereals and tubers,5.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2010-06-15,Wheat - Retail,KG,cereals and tubers,5.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2010-07-15,Wheat - Retail,KG,cereals and tubers,4.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2010-08-15,Wheat - Retail,KG,cereals and tubers,3.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2010-10-15,Wheat - Retail,KG,cereals and tubers,4.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2010-11-15,Wheat - Retail,KG,cereals and tubers,4.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2010-12-15,Wheat - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2011-01-15,Wheat - Retail,KG,cereals and tubers,6.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2011-02-15,Wheat - Retail,KG,cereals and tubers,5.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2011-03-15,Wheat - Retail,KG,cereals and tubers,6.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2011-04-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2011-05-15,Wheat - Retail,KG,cereals and tubers,7.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2011-06-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2011-07-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2011-08-15,Wheat - Retail,KG,cereals and tubers,9.8,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2011-09-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2011-10-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2011-11-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2012-01-15,Wheat - Retail,KG,cereals and tubers,8.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2012-02-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2012-03-15,Wheat - Retail,KG,cereals and tubers,8.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2012-04-15,Wheat - Retail,KG,cereals and tubers,9.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2012-05-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2012-06-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2012-07-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2012-08-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2012-09-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2012-10-15,Wheat - Retail,KG,cereals and tubers,8.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2012-11-15,Wheat - Retail,KG,cereals and tubers,7.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2012-12-15,Wheat - Retail,KG,cereals and tubers,8.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2013-01-15,Wheat - Retail,KG,cereals and tubers,7.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2013-02-15,Wheat - Retail,KG,cereals and tubers,7.65,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2013-04-15,Wheat - Retail,KG,cereals and tubers,8.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2013-05-15,Wheat - Retail,KG,cereals and tubers,8.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2013-06-15,Wheat - Retail,KG,cereals and tubers,8.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2013-07-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2013-08-15,Wheat - Retail,KG,cereals and tubers,9.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2013-09-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2013-10-15,Wheat - Retail,KG,cereals and tubers,8.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2013-11-15,Wheat - Retail,KG,cereals and tubers,8.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2013-12-15,Wheat - Retail,KG,cereals and tubers,7.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2014-01-15,Wheat - Retail,KG,cereals and tubers,8.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2014-02-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2014-03-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2014-04-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2014-05-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2014-06-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2014-07-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2014-08-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2014-09-15,Wheat - Retail,KG,cereals and tubers,7.8,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2014-10-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2014-11-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2014-12-15,Wheat - Retail,KG,cereals and tubers,9.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2015-01-15,Wheat - Retail,KG,cereals and tubers,9.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2015-03-15,Wheat - Retail,KG,cereals and tubers,9.6,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2015-04-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2015-05-15,Wheat - Retail,KG,cereals and tubers,10.5,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2015-09-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2015-10-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2015-11-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2015-12-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2016-01-15,Wheat - Retail,KG,cereals and tubers,11.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2016-02-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2016-03-15,Wheat - Retail,KG,cereals and tubers,9.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2016-04-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2016-05-15,Wheat - Retail,KG,cereals and tubers,11.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2016-06-15,Wheat - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2016-07-15,Wheat - Retail,KG,cereals and tubers,11.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2016-08-15,Wheat - Retail,KG,cereals and tubers,11.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2016-09-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2016-10-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2016-11-15,Wheat - Retail,KG,cereals and tubers,11.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2016-12-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2017-01-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2017-02-15,Wheat - Retail,KG,cereals and tubers,11.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2017-03-15,Wheat - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2017-04-15,Wheat - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2017-05-15,Wheat - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2017-06-15,Wheat - Retail,KG,cereals and tubers,10.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2017-07-15,Wheat - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2017-08-15,Wheat - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2017-09-15,Wheat - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2017-10-15,Wheat - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2017-11-15,Wheat - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2017-12-15,Wheat - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2018-01-15,Wheat - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2018-02-15,Wheat - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2018-03-15,Wheat - Retail,KG,cereals and tubers,12.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2018-05-15,Wheat - Retail,KG,cereals and tubers,15.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2018-06-15,Wheat - Retail,KG,cereals and tubers,16.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2018-07-15,Wheat - Retail,KG,cereals and tubers,16.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2018-08-15,Wheat - Retail,KG,cereals and tubers,15.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2019-07-15,Wheat - Retail,KG,cereals and tubers,18.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2019-08-15,Wheat - Retail,KG,cereals and tubers,18.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2019-09-15,Wheat - Retail,KG,cereals and tubers,16.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2019-10-15,Wheat - Retail,KG,cereals and tubers,17.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2019-11-15,Wheat - Retail,KG,cereals and tubers,17.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2019-12-15,Wheat - Retail,KG,cereals and tubers,17.0,ETB,Ethiopia,Oromia,47678,Yabelo,479,84,15,5,1,479_84_15_5,
2005-07-15,Maize (white) - Wholesale,100 KG,cereals and tubers,166.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2005-08-15,Maize (white) - Wholesale,100 KG,cereals and tubers,165.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2005-09-15,Maize (white) - Wholesale,100 KG,cereals and tubers,153.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2005-10-15,Maize (white) - Wholesale,100 KG,cereals and tubers,145.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2005-11-15,Maize (white) - Wholesale,100 KG,cereals and tubers,116.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2005-12-15,Maize (white) - Wholesale,100 KG,cereals and tubers,128.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2006-01-15,Maize (white) - Wholesale,100 KG,cereals and tubers,128.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2006-02-15,Maize (white) - Wholesale,100 KG,cereals and tubers,131.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2006-03-15,Maize (white) - Wholesale,100 KG,cereals and tubers,132.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2006-04-15,Maize (white) - Wholesale,100 KG,cereals and tubers,134.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2006-05-15,Maize (white) - Wholesale,100 KG,cereals and tubers,147.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2006-06-15,Maize (white) - Wholesale,100 KG,cereals and tubers,153.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2006-07-15,Maize (white) - Wholesale,100 KG,cereals and tubers,155.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2006-08-15,Maize (white) - Wholesale,100 KG,cereals and tubers,153.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2006-09-15,Maize (white) - Wholesale,100 KG,cereals and tubers,155.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2006-10-15,Maize (white) - Wholesale,100 KG,cereals and tubers,152.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2006-11-15,Maize (white) - Wholesale,100 KG,cereals and tubers,146.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2006-12-15,Maize (white) - Wholesale,100 KG,cereals and tubers,137.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2007-01-15,Maize (white) - Wholesale,100 KG,cereals and tubers,132.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2007-02-15,Maize (white) - Wholesale,100 KG,cereals and tubers,138.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2007-03-15,Maize (white) - Wholesale,100 KG,cereals and tubers,139.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2007-04-15,Maize (white) - Wholesale,100 KG,cereals and tubers,149.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2007-05-15,Maize (white) - Wholesale,100 KG,cereals and tubers,145.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2007-06-15,Maize (white) - Wholesale,100 KG,cereals and tubers,174.6,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2007-07-15,Maize (white) - Wholesale,100 KG,cereals and tubers,175.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2007-08-15,Maize (white) - Wholesale,100 KG,cereals and tubers,205.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2007-09-15,Maize (white) - Wholesale,100 KG,cereals and tubers,242.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2007-10-15,Maize (white) - Wholesale,100 KG,cereals and tubers,237.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2007-11-15,Maize (white) - Wholesale,100 KG,cereals and tubers,189.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2007-12-15,Maize (white) - Wholesale,100 KG,cereals and tubers,190.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2008-01-15,Maize (white) - Wholesale,100 KG,cereals and tubers,232.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2008-02-15,Maize (white) - Wholesale,100 KG,cereals and tubers,242.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2008-03-15,Maize (white) - Wholesale,100 KG,cereals and tubers,295.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2008-04-15,Maize (white) - Wholesale,100 KG,cereals and tubers,300.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2008-05-15,Maize (white) - Wholesale,100 KG,cereals and tubers,300.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2008-06-15,Maize (white) - Wholesale,100 KG,cereals and tubers,544.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2008-07-15,Maize (white) - Wholesale,100 KG,cereals and tubers,640.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2008-08-15,Maize (white) - Wholesale,100 KG,cereals and tubers,604.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2008-09-15,Maize (white) - Wholesale,100 KG,cereals and tubers,653.33,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2008-10-15,Maize (white) - Wholesale,100 KG,cereals and tubers,450.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2008-11-15,Maize (white) - Wholesale,100 KG,cereals and tubers,353.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2008-12-15,Maize (white) - Wholesale,100 KG,cereals and tubers,410.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2009-01-15,Maize (white) - Wholesale,100 KG,cereals and tubers,350.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2009-02-15,Maize (white) - Wholesale,100 KG,cereals and tubers,360.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2009-03-15,Maize (white) - Wholesale,100 KG,cereals and tubers,345.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2009-04-15,Maize (white) - Wholesale,100 KG,cereals and tubers,335.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2009-05-15,Maize (white) - Wholesale,100 KG,cereals and tubers,335.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2009-06-15,Maize (white) - Wholesale,100 KG,cereals and tubers,365.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2009-07-15,Maize (white) - Wholesale,100 KG,cereals and tubers,350.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2009-08-15,Maize (white) - Wholesale,100 KG,cereals and tubers,355.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2009-09-15,Maize (white) - Wholesale,100 KG,cereals and tubers,355.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
2009-10-15,Maize (white) - Wholesale,100 KG,cereals and tubers,280.0,ETB,Ethiopia,Oromia,47678,Ambo,481,67,14,9,1,481_67_14_9,
